Quarter,State-from,State-to,Year,Avg. Fare,Month,Day
3,AL,AL,1996,219.8042553,6,1
2,AL,AL,1996,180.7351351,3,1
1,AL,AL,1996,150.106962,0,1
4,AL,AL,1997,239.5568627,9,1
2,AL,AL,1997,260.2029412,3,1
1,AL,AL,1997,258.5959184,0,1
4,AL,AR,1996,222.0692737,9,1
3,AL,AR,1996,219.4025806,6,1
2,AL,AR,1996,214.2990826,3,1
1,AL,AR,1996,221.1616107,0,1
4,AL,AR,1997,241.5025907,9,1
3,AL,AR,1997,236.2833333,6,1
2,AL,AR,1997,234.2112676,3,1
1,AL,AR,1997,241.6349398,0,1
4,AL,AR,1998,200.8444444,9,1
3,AL,AR,1998,244.1693305,6,1
2,AL,AR,1998,262.1067697,3,1
1,AL,AR,1998,275.4396287,0,1
4,AL,AR,1999,231.2664602,9,1
3,AL,AR,1999,263.2335894,6,1
2,AL,AR,1999,278.3196446,3,1
1,AL,AR,1999,262.5914286,0,1
4,AL,AR,2000,252.6194728,9,1
3,AL,AR,2000,260.3693413,6,1
2,AL,AR,2000,264.5382353,3,1
1,AL,AR,2000,266.5372753,0,1
4,AL,AR,2001,240.8,9,1
3,AL,AR,2001,241.8004933,6,1
2,AL,AR,2001,249.0461957,3,1
1,AL,AR,2001,275.6791587,0,1
4,AL,AR,2002,228.0903572,9,1
3,AL,AR,2002,256.8111301,6,1
2,AL,AR,2002,272.5799152,3,1
1,AL,AR,2002,261.5169643,0,1
4,AL,AR,2003,241.9114226,9,1
3,AL,AR,2003,261.7497396,6,1
2,AL,AR,2003,247.8172618,3,1
1,AL,AR,2003,256.5261606,0,1
4,AL,AR,2004,248.2894357,9,1
3,AL,AR,2004,264.4524538,6,1
2,AL,AR,2004,270.5603771,3,1
1,AL,AR,2004,276.01118,0,1
4,AL,AR,2005,249.8973696,9,1
3,AL,AR,2005,251.0713284,6,1
2,AL,AR,2005,223.5715193,3,1
1,AL,AR,2005,224.0035218,0,1
4,AL,AR,2006,268.6877049,9,1
3,AL,AR,2006,305.3855769,6,1
2,AL,AR,2006,311.5482605,3,1
1,AL,AR,2006,285.4410764,0,1
4,AL,AR,2007,281.6773574,9,1
3,AL,AR,2007,306.6510204,6,1
2,AL,AR,2007,311.4794166,3,1
1,AL,AR,2007,308.0719626,0,1
4,AL,AR,2008,294.7589744,9,1
3,AL,AR,2008,383.4639175,6,1
2,AL,AR,2008,384.5645161,3,1
1,AL,AR,2008,371.5923077,0,1
3,AL,AR,2009,285.1795918,6,1
2,AL,AR,2009,293.4485149,3,1
1,AL,AR,2009,266.0505051,0,1
4,AL,AR,2010,286.0762887,9,1
3,AL,AR,2010,312.4074597,6,1
4,AL,AR,2011,308.7093458,9,1
2,AL,AR,2011,329.0272727,3,1
1,AL,AR,2011,306.5572917,0,1
4,AL,AR,2013,301.1654978,9,1
3,AL,AR,2013,337.1482456,6,1
4,AL,AR,2014,277.7148838,9,1
3,AL,AR,2014,272.3513732,6,1
2,AL,AR,2014,286.4092167,3,1
1,AL,AR,2014,271.8989431,0,1
4,AL,AR,2015,318.1086022,9,1
3,AL,AR,2015,285.5669004,6,1
2,AL,AR,2015,271.8827642,3,1
1,AL,AR,2015,259.574086,0,1
4,AL,AZ,1996,204.0461051,9,1
3,AL,AZ,1996,231.1087708,6,1
2,AL,AZ,1996,260.0064314,3,1
1,AL,AZ,1996,271.8582337,0,1
4,AL,AZ,1997,267.4092158,9,1
3,AL,AZ,1997,276.532685,6,1
2,AL,AZ,1997,264.8503246,3,1
1,AL,AZ,1997,261.6802479,0,1
4,AL,AZ,1998,259.4411558,9,1
3,AL,AZ,1998,270.2696021,6,1
2,AL,AZ,1998,296.7625783,3,1
1,AL,AZ,1998,295.1387923,0,1
4,AL,AZ,1999,247.2386932,9,1
3,AL,AZ,1999,280.1207412,6,1
2,AL,AZ,1999,299.5066024,3,1
1,AL,AZ,1999,298.350019,0,1
4,AL,AZ,2000,264.6460273,9,1
3,AL,AZ,2000,262.0416717,6,1
2,AL,AZ,2000,272.8851852,3,1
1,AL,AZ,2000,287.1103839,0,1
4,AL,AZ,2001,210.9555032,9,1
3,AL,AZ,2001,231.8632178,6,1
2,AL,AZ,2001,269.9583749,3,1
1,AL,AZ,2001,267.0027328,0,1
4,AL,AZ,2002,236.4178651,9,1
3,AL,AZ,2002,244.796347,6,1
2,AL,AZ,2002,245.8018215,3,1
1,AL,AZ,2002,249.0213202,0,1
4,AL,AZ,2003,228.1338885,9,1
3,AL,AZ,2003,241.4484259,6,1
2,AL,AZ,2003,236.9761234,3,1
1,AL,AZ,2003,256.3907365,0,1
4,AL,AZ,2004,220.5547264,9,1
3,AL,AZ,2004,226.8877399,6,1
2,AL,AZ,2004,251.9582754,3,1
1,AL,AZ,2004,244.3528772,0,1
4,AL,AZ,2005,231.7387587,9,1
3,AL,AZ,2005,240.2904951,6,1
2,AL,AZ,2005,242.0045189,3,1
1,AL,AZ,2005,234.3072319,0,1
4,AL,AZ,2006,264.4985569,9,1
3,AL,AZ,2006,251.4912322,6,1
2,AL,AZ,2006,256.7776473,3,1
1,AL,AZ,2006,249.8036107,0,1
4,AL,AZ,2007,264.3972723,9,1
3,AL,AZ,2007,268.4696912,6,1
2,AL,AZ,2007,266.7909748,3,1
1,AL,AZ,2007,272.0730687,0,1
4,AL,AZ,2008,265.0384158,9,1
3,AL,AZ,2008,276.8112031,6,1
2,AL,AZ,2008,273.8588568,3,1
1,AL,AZ,2008,278.6401003,0,1
4,AL,AZ,2009,250.8406054,9,1
3,AL,AZ,2009,241.1684123,6,1
2,AL,AZ,2009,238.0430166,3,1
1,AL,AZ,2009,253.9805376,0,1
4,AL,AZ,2010,264.6342375,9,1
3,AL,AZ,2010,262.5242387,6,1
2,AL,AZ,2010,278.2970535,3,1
1,AL,AZ,2010,270.7900213,0,1
4,AL,AZ,2011,287.3577873,9,1
3,AL,AZ,2011,298.6478493,6,1
2,AL,AZ,2011,288.8860336,3,1
1,AL,AZ,2011,292.7160766,0,1
4,AL,AZ,2012,310.322238,9,1
3,AL,AZ,2012,304.0608528,6,1
2,AL,AZ,2012,314.162134,3,1
1,AL,AZ,2012,310.30224,0,1
4,AL,AZ,2013,303.8363408,9,1
3,AL,AZ,2013,323.3450342,6,1
2,AL,AZ,2013,309.0321431,3,1
1,AL,AZ,2013,322.0780986,0,1
4,AL,AZ,2014,314.2486644,9,1
3,AL,AZ,2014,305.1445462,6,1
2,AL,AZ,2014,321.8719495,3,1
1,AL,AZ,2014,328.4812274,0,1
4,AL,AZ,2015,314.9170843,9,1
3,AL,AZ,2015,318.975046,6,1
2,AL,AZ,2015,321.8896643,3,1
1,AL,AZ,2015,347.8353101,0,1
4,AL,CA,1996,249.0761017,9,1
3,AL,CA,1996,242.2358999,6,1
2,AL,CA,1996,247.5598429,3,1
1,AL,CA,1996,274.8526581,0,1
4,AL,CA,1997,262.3345464,9,1
3,AL,CA,1997,252.721781,6,1
2,AL,CA,1997,259.1015524,3,1
1,AL,CA,1997,260.4444272,0,1
4,AL,CA,1998,261.18999,9,1
3,AL,CA,1998,273.8384276,6,1
2,AL,CA,1998,274.0023767,3,1
1,AL,CA,1998,281.1544419,0,1
4,AL,CA,1999,233.5578397,9,1
3,AL,CA,1999,259.8890625,6,1
2,AL,CA,1999,259.1738321,3,1
1,AL,CA,1999,274.6325045,0,1
4,AL,CA,2000,264.0740576,9,1
3,AL,CA,2000,257.9227726,6,1
2,AL,CA,2000,245.2562024,3,1
1,AL,CA,2000,246.5767088,0,1
4,AL,CA,2001,210.7724562,9,1
3,AL,CA,2001,222.1695597,6,1
2,AL,CA,2001,258.2818323,3,1
1,AL,CA,2001,258.1808877,0,1
4,AL,CA,2002,245.0495761,9,1
3,AL,CA,2002,244.5830901,6,1
2,AL,CA,2002,257.6297209,3,1
1,AL,CA,2002,245.9571622,0,1
4,AL,CA,2003,258.5039007,9,1
3,AL,CA,2003,255.0939502,6,1
2,AL,CA,2003,256.26714,3,1
1,AL,CA,2003,260.4461751,0,1
4,AL,CA,2004,258.1312462,9,1
3,AL,CA,2004,248.3696213,6,1
2,AL,CA,2004,247.9503641,3,1
1,AL,CA,2004,256.2971483,0,1
4,AL,CA,2005,254.2452703,9,1
3,AL,CA,2005,268.3302794,6,1
2,AL,CA,2005,259.2643409,3,1
1,AL,CA,2005,254.1000972,0,1
4,AL,CA,2006,277.6154203,9,1
3,AL,CA,2006,286.138083,6,1
2,AL,CA,2006,288.7165235,3,1
1,AL,CA,2006,260.5248729,0,1
4,AL,CA,2007,283.3514545,9,1
3,AL,CA,2007,291.9627695,6,1
2,AL,CA,2007,287.6102274,3,1
1,AL,CA,2007,278.0210136,0,1
4,AL,CA,2008,290.5170716,9,1
3,AL,CA,2008,313.5115533,6,1
2,AL,CA,2008,298.0076259,3,1
1,AL,CA,2008,293.9777061,0,1
4,AL,CA,2009,268.844643,9,1
3,AL,CA,2009,268.6205314,6,1
2,AL,CA,2009,256.4615339,3,1
1,AL,CA,2009,263.4592011,0,1
4,AL,CA,2010,285.2826484,9,1
3,AL,CA,2010,289.9814076,6,1
2,AL,CA,2010,280.4568506,3,1
1,AL,CA,2010,280.742108,0,1
4,AL,CA,2011,314.219974,9,1
3,AL,CA,2011,314.6533503,6,1
2,AL,CA,2011,312.6527274,3,1
1,AL,CA,2011,312.4159665,0,1
4,AL,CA,2012,334.3461068,9,1
3,AL,CA,2012,325.8648908,6,1
2,AL,CA,2012,336.0009155,3,1
1,AL,CA,2012,317.4896095,0,1
4,AL,CA,2013,330.3927078,9,1
3,AL,CA,2013,356.2303753,6,1
2,AL,CA,2013,347.4577653,3,1
1,AL,CA,2013,343.0772914,0,1
4,AL,CA,2014,344.9814405,9,1
3,AL,CA,2014,344.9314369,6,1
2,AL,CA,2014,352.2883626,3,1
1,AL,CA,2014,348.4439328,0,1
4,AL,CA,2015,331.9232373,9,1
3,AL,CA,2015,359.0112072,6,1
2,AL,CA,2015,353.931392,3,1
1,AL,CA,2015,350.0277933,0,1
4,AL,CO,1996,216.8620701,9,1
3,AL,CO,1996,218.1668274,6,1
2,AL,CO,1996,224.6432555,3,1
1,AL,CO,1996,201.791184,0,1
4,AL,CO,1997,229.8596245,9,1
3,AL,CO,1997,228.870264,6,1
2,AL,CO,1997,227.2223951,3,1
1,AL,CO,1997,192.7000387,0,1
4,AL,CO,1998,218.1536865,9,1
3,AL,CO,1998,248.3892077,6,1
2,AL,CO,1998,275.7371793,3,1
1,AL,CO,1998,212.3520372,0,1
4,AL,CO,1999,243.8052136,9,1
3,AL,CO,1999,253.345233,6,1
2,AL,CO,1999,242.3469138,3,1
1,AL,CO,1999,214.173683,0,1
4,AL,CO,2000,279.8004434,9,1
3,AL,CO,2000,295.2025753,6,1
2,AL,CO,2000,294.1202778,3,1
1,AL,CO,2000,221.3174493,0,1
4,AL,CO,2001,215.7686198,9,1
3,AL,CO,2001,232.4656379,6,1
2,AL,CO,2001,256.5846442,3,1
1,AL,CO,2001,264.4602443,0,1
4,AL,CO,2002,176.5318813,9,1
3,AL,CO,2002,178.7886331,6,1
2,AL,CO,2002,206.7171712,3,1
1,AL,CO,2002,206.5293156,0,1
4,AL,CO,2003,222.8415645,9,1
3,AL,CO,2003,237.8413178,6,1
2,AL,CO,2003,217.4252492,3,1
1,AL,CO,2003,210.6690545,0,1
4,AL,CO,2004,222.6485801,9,1
3,AL,CO,2004,218.8449229,6,1
2,AL,CO,2004,212.4542738,3,1
1,AL,CO,2004,227.4868935,0,1
4,AL,CO,2005,240.2213578,9,1
3,AL,CO,2005,232.5455117,6,1
2,AL,CO,2005,240.5860194,3,1
1,AL,CO,2005,216.0288289,0,1
4,AL,CO,2006,241.5944727,9,1
3,AL,CO,2006,259.3592289,6,1
2,AL,CO,2006,291.8504504,3,1
1,AL,CO,2006,251.7318609,0,1
4,AL,CO,2007,246.1670569,9,1
3,AL,CO,2007,236.2823458,6,1
2,AL,CO,2007,212.5298722,3,1
1,AL,CO,2007,246.4465027,0,1
4,AL,CO,2008,257.2194851,9,1
3,AL,CO,2008,269.0191775,6,1
2,AL,CO,2008,262.8733108,3,1
1,AL,CO,2008,251.1533782,0,1
4,AL,CO,2009,232.9211278,9,1
3,AL,CO,2009,220.1236975,6,1
2,AL,CO,2009,209.4961255,3,1
1,AL,CO,2009,209.8518839,0,1
4,AL,CO,2010,261.9863123,9,1
3,AL,CO,2010,250.0150487,6,1
2,AL,CO,2010,246.9556237,3,1
1,AL,CO,2010,240.6923119,0,1
4,AL,CO,2011,256.879719,9,1
3,AL,CO,2011,277.6859831,6,1
2,AL,CO,2011,297.2206592,3,1
1,AL,CO,2011,282.0829839,0,1
4,AL,CO,2012,274.7645643,9,1
3,AL,CO,2012,283.8893752,6,1
2,AL,CO,2012,272.673948,3,1
1,AL,CO,2012,287.0607356,0,1
4,AL,CO,2013,290.0631277,9,1
3,AL,CO,2013,287.3337716,6,1
2,AL,CO,2013,282.3814934,3,1
1,AL,CO,2013,286.993961,0,1
4,AL,CO,2014,263.275647,9,1
3,AL,CO,2014,278.9541083,6,1
2,AL,CO,2014,278.0405101,3,1
1,AL,CO,2014,327.2481817,0,1
4,AL,CO,2015,272.0343923,9,1
3,AL,CO,2015,284.1589837,6,1
2,AL,CO,2015,278.9051604,3,1
1,AL,CO,2015,291.7868752,0,1
4,AL,CT,1996,285.5398305,9,1
3,AL,CT,1996,294.0621399,6,1
2,AL,CT,1996,258.2086538,3,1
1,AL,CT,1996,260.4198157,0,1
4,AL,CT,1997,235.3794203,9,1
3,AL,CT,1997,292.6067164,6,1
2,AL,CT,1997,275.7752381,3,1
1,AL,CT,1997,331.8493562,0,1
4,AL,CT,1998,224.7822581,9,1
3,AL,CT,1998,241.7020772,6,1
2,AL,CT,1998,246.8407186,3,1
1,AL,CT,1998,288.8348485,0,1
4,AL,CT,1999,147.4774306,9,1
3,AL,CT,1999,158.3568273,6,1
2,AL,CT,1999,226.1923833,3,1
1,AL,CT,1999,248.2180769,0,1
4,AL,CT,2000,135.7422088,9,1
3,AL,CT,2000,137.8169872,6,1
2,AL,CT,2000,148.4162029,3,1
1,AL,CT,2000,176.6946636,0,1
4,AL,CT,2001,129.6806931,9,1
3,AL,CT,2001,134.8454844,6,1
2,AL,CT,2001,163.0553628,3,1
1,AL,CT,2001,159.4198218,0,1
4,AL,CT,2002,143.7724422,9,1
3,AL,CT,2002,141.5256318,6,1
2,AL,CT,2002,153.2219015,3,1
1,AL,CT,2002,161.9971722,0,1
4,AL,CT,2003,161.2653846,9,1
3,AL,CT,2003,147.0137931,6,1
2,AL,CT,2003,159.1790186,3,1
1,AL,CT,2003,168.0193478,0,1
4,AL,CT,2004,137.1309904,9,1
3,AL,CT,2004,144.7465154,6,1
2,AL,CT,2004,174.2123435,3,1
1,AL,CT,2004,174.7371287,0,1
4,AL,CT,2005,140.4192084,9,1
3,AL,CT,2005,116.6535556,6,1
2,AL,CT,2005,124.0482921,3,1
1,AL,CT,2005,130.3404537,0,1
4,AL,CT,2006,203.8310646,9,1
3,AL,CT,2006,201.9101664,6,1
2,AL,CT,2006,191.5600287,3,1
1,AL,CT,2006,139.1451274,0,1
4,AL,CT,2007,190.0333966,9,1
3,AL,CT,2007,201.3411032,6,1
2,AL,CT,2007,196.9967577,3,1
1,AL,CT,2007,186.1413333,0,1
4,AL,CT,2008,153.2744216,9,1
3,AL,CT,2008,156.74925,6,1
2,AL,CT,2008,173.2128713,3,1
1,AL,CT,2008,156.8,0,1
4,AL,CT,2009,211.0989817,9,1
3,AL,CT,2009,180.2653924,6,1
2,AL,CT,2009,163.0659325,3,1
1,AL,CT,2009,143.0549133,0,1
4,AL,CT,2010,187.7971311,9,1
3,AL,CT,2010,207.8133333,6,1
2,AL,CT,2010,218.3286573,3,1
1,AL,CT,2010,211.6328358,0,1
4,AL,CT,2011,251.617033,9,1
3,AL,CT,2011,227.9995283,6,1
2,AL,CT,2011,224.3538976,3,1
1,AL,CT,2011,194.9486339,0,1
4,AL,CT,2012,243.0543536,9,1
3,AL,CT,2012,249.55625,6,1
2,AL,CT,2012,273.5708207,3,1
1,AL,CT,2012,259.6720539,0,1
4,AL,CT,2013,263.4747178,9,1
3,AL,CT,2013,273.058908,6,1
2,AL,CT,2013,258.3750623,3,1
1,AL,CT,2013,267.3952206,0,1
4,AL,CT,2014,261.0095238,9,1
3,AL,CT,2014,271.8364486,6,1
2,AL,CT,2014,281.8352941,3,1
1,AL,CT,2014,265.8334559,0,1
4,AL,CT,2015,270.2432692,9,1
3,AL,CT,2015,272.1439024,6,1
2,AL,CT,2015,283.1115987,3,1
1,AL,CT,2015,286.8766537,0,1
4,AL,DC,1996,196.2648893,9,1
3,AL,DC,1996,197.4073966,6,1
2,AL,DC,1996,193.9311924,3,1
1,AL,DC,1996,199.6035171,0,1
4,AL,DC,1997,192.8222206,9,1
3,AL,DC,1997,186.9100343,6,1
2,AL,DC,1997,185.2786638,3,1
1,AL,DC,1997,195.474459,0,1
4,AL,DC,1998,194.3392919,9,1
3,AL,DC,1998,196.6673072,6,1
2,AL,DC,1998,197.3076635,3,1
1,AL,DC,1998,203.3467498,0,1
4,AL,DC,1999,198.0434392,9,1
3,AL,DC,1999,216.3849318,6,1
2,AL,DC,1999,208.9171254,3,1
1,AL,DC,1999,210.651751,0,1
4,AL,DC,2000,208.6626484,9,1
3,AL,DC,2000,215.5055151,6,1
2,AL,DC,2000,208.4542777,3,1
1,AL,DC,2000,209.0046316,0,1
4,AL,DC,2001,192.3352156,9,1
3,AL,DC,2001,202.8260409,6,1
2,AL,DC,2001,199.9181061,3,1
1,AL,DC,2001,216.6400532,0,1
4,AL,DC,2002,186.0561203,9,1
3,AL,DC,2002,201.283266,6,1
2,AL,DC,2002,207.7632376,3,1
1,AL,DC,2002,208.8040781,0,1
4,AL,DC,2003,205.5391556,9,1
3,AL,DC,2003,215.6025402,6,1
2,AL,DC,2003,218.7572752,3,1
1,AL,DC,2003,214.6251317,0,1
4,AL,DC,2004,200.8737492,9,1
3,AL,DC,2004,204.526013,6,1
2,AL,DC,2004,212.0494411,3,1
1,AL,DC,2004,217.3639836,0,1
4,AL,DC,2005,248.4894459,9,1
3,AL,DC,2005,224.6396321,6,1
2,AL,DC,2005,198.601108,3,1
1,AL,DC,2005,188.463731,0,1
4,AL,DC,2006,259.7815115,9,1
3,AL,DC,2006,275.1080348,6,1
2,AL,DC,2006,270.98897,3,1
1,AL,DC,2006,259.145998,0,1
4,AL,DC,2007,281.1321498,9,1
3,AL,DC,2007,273.5034763,6,1
2,AL,DC,2007,267.5240484,3,1
1,AL,DC,2007,274.0318934,0,1
4,AL,DC,2008,291.5016995,9,1
3,AL,DC,2008,300.3324786,6,1
2,AL,DC,2008,307.9354948,3,1
1,AL,DC,2008,302.2179633,0,1
4,AL,DC,2009,280.8249442,9,1
3,AL,DC,2009,290.0971445,6,1
2,AL,DC,2009,278.3977065,3,1
1,AL,DC,2009,300.9057083,0,1
4,AL,DC,2010,248.368699,9,1
3,AL,DC,2010,257.2167651,6,1
2,AL,DC,2010,273.1988065,3,1
1,AL,DC,2010,285.2729249,0,1
4,AL,DC,2011,269.7482406,9,1
3,AL,DC,2011,266.2516922,6,1
2,AL,DC,2011,273.8477235,3,1
1,AL,DC,2011,270.9035988,0,1
4,AL,DC,2012,293.80974,9,1
3,AL,DC,2012,277.4328054,6,1
2,AL,DC,2012,283.8337716,3,1
1,AL,DC,2012,292.7258418,0,1
4,AL,DC,2013,282.711902,9,1
3,AL,DC,2013,303.1042755,6,1
2,AL,DC,2013,294.5276826,3,1
1,AL,DC,2013,298.0875801,0,1
4,AL,DC,2014,288.0933052,9,1
3,AL,DC,2014,309.3214689,6,1
2,AL,DC,2014,309.5278681,3,1
1,AL,DC,2014,296.9166885,0,1
4,AL,DC,2015,294.6788,9,1
3,AL,DC,2015,292.9286855,6,1
2,AL,DC,2015,301.4684984,3,1
1,AL,DC,2015,296.9786287,0,1
4,AL,FL,1996,179.3963764,9,1
3,AL,FL,1996,159.7615734,6,1
2,AL,FL,1996,166.4880178,3,1
1,AL,FL,1996,179.3116674,0,1
4,AL,FL,1997,152.4774507,9,1
3,AL,FL,1997,148.1980967,6,1
2,AL,FL,1997,152.1444954,3,1
1,AL,FL,1997,161.5804598,0,1
4,AL,FL,1998,166.5369701,9,1
3,AL,FL,1998,150.1837211,6,1
2,AL,FL,1998,157.9514841,3,1
1,AL,FL,1998,165.0384667,0,1
4,AL,FL,1999,165.4351734,9,1
3,AL,FL,1999,160.8527273,6,1
2,AL,FL,1999,175.1560201,3,1
1,AL,FL,1999,186.872714,0,1
4,AL,FL,2000,169.1300738,9,1
3,AL,FL,2000,163.5003745,6,1
2,AL,FL,2000,181.9281649,3,1
1,AL,FL,2000,193.036677,0,1
4,AL,FL,2001,150.2773156,9,1
3,AL,FL,2001,145.133756,6,1
2,AL,FL,2001,163.4451868,3,1
1,AL,FL,2001,182.7578058,0,1
4,AL,FL,2002,158.1769772,9,1
3,AL,FL,2002,148.3462696,6,1
2,AL,FL,2002,152.5510542,3,1
1,AL,FL,2002,158.1008116,0,1
4,AL,FL,2003,153.4788457,9,1
3,AL,FL,2003,156.0835693,6,1
2,AL,FL,2003,165.2436417,3,1
1,AL,FL,2003,163.3826471,0,1
4,AL,FL,2004,159.0398359,9,1
3,AL,FL,2004,166.9277636,6,1
2,AL,FL,2004,174.6391867,3,1
1,AL,FL,2004,175.1328874,0,1
4,AL,FL,2005,182.6881723,9,1
3,AL,FL,2005,169.2245639,6,1
2,AL,FL,2005,172.0375383,3,1
1,AL,FL,2005,164.7356585,0,1
4,AL,FL,2006,203.3252595,9,1
3,AL,FL,2006,202.4257016,6,1
2,AL,FL,2006,214.7499304,3,1
1,AL,FL,2006,203.9835663,0,1
4,AL,FL,2007,191.3599795,9,1
3,AL,FL,2007,191.896628,6,1
2,AL,FL,2007,209.5683431,3,1
1,AL,FL,2007,218.8701787,0,1
4,AL,FL,2008,214.0609492,9,1
3,AL,FL,2008,210.5784553,6,1
2,AL,FL,2008,191.249523,3,1
1,AL,FL,2008,195.6518754,0,1
4,AL,FL,2009,211.2272905,9,1
3,AL,FL,2009,200.6611759,6,1
2,AL,FL,2009,204.6399614,3,1
1,AL,FL,2009,214.349986,0,1
4,AL,FL,2010,188.9748008,9,1
3,AL,FL,2010,189.5214644,6,1
2,AL,FL,2010,201.7555654,3,1
1,AL,FL,2010,235.4145575,0,1
4,AL,FL,2011,198.4848576,9,1
3,AL,FL,2011,204.4507037,6,1
2,AL,FL,2011,210.9155089,3,1
1,AL,FL,2011,220.4106745,0,1
4,AL,FL,2012,218.3810505,9,1
3,AL,FL,2012,211.1449382,6,1
2,AL,FL,2012,215.6755507,3,1
1,AL,FL,2012,228.3070102,0,1
4,AL,FL,2013,242.5787466,9,1
3,AL,FL,2013,259.9606515,6,1
2,AL,FL,2013,224.7122606,3,1
1,AL,FL,2013,240.2110163,0,1
4,AL,FL,2014,244.3382487,9,1
3,AL,FL,2014,250.2354413,6,1
2,AL,FL,2014,244.6448121,3,1
1,AL,FL,2014,271.1175446,0,1
4,AL,FL,2015,251.3785139,9,1
3,AL,FL,2015,248.7407911,6,1
2,AL,FL,2015,251.9745018,3,1
1,AL,FL,2015,258.0550143,0,1
4,AL,GA,1996,188.3344266,9,1
3,AL,GA,1996,257.3,6,1
2,AL,GA,1996,211.9171053,3,1
1,AL,GA,1996,251.5326923,0,1
4,AL,GA,1997,263.0516667,9,1
3,AL,GA,1997,212.2064319,6,1
2,AL,GA,1997,218.2022059,3,1
1,AL,GA,1997,272.0125984,0,1
4,AL,GA,1998,241.9683993,9,1
3,AL,GA,1998,202.2609946,6,1
2,AL,GA,1998,207.6341625,3,1
1,AL,GA,1998,210.2990517,0,1
3,AL,GA,1999,273.78125,6,1
2,AL,GA,1999,289.6972428,3,1
1,AL,GA,1999,254.203234,0,1
4,AL,GA,2000,326.4992647,9,1
3,AL,GA,2000,220.832147,6,1
2,AL,GA,2000,293.5449328,3,1
2,AL,GA,2001,236.9312919,3,1
1,AL,GA,2001,207.3416,0,1
4,AL,GA,2002,250.8907216,9,1
2,AL,GA,2002,218.628989,3,1
4,AL,GA,2003,256.1269231,9,1
2,AL,GA,2003,284.2743363,3,1
1,AL,GA,2003,282.7010309,0,1
4,AL,GA,2004,271.791,9,1
2,AL,GA,2004,307.978125,3,1
4,AL,GA,2005,235.3356061,9,1
3,AL,GA,2005,254.1284211,6,1
2,AL,GA,2005,194.1739796,3,1
1,AL,GA,2005,181.6866197,0,1
2,AL,GA,2006,309.6469565,3,1
1,AL,GA,2006,251.8343434,0,1
4,AL,GA,2007,213.75375,9,1
3,AL,GA,2007,176.4396648,6,1
2,AL,GA,2007,217.8922414,3,1
4,AL,GA,2008,228.1732143,9,1
3,AL,GA,2008,232.9056075,6,1
2,AL,GA,2008,266.5015748,3,1
2,AL,GA,2009,237.7892473,3,1
1,AL,GA,2009,258.4959184,0,1
4,AL,GA,2010,200.1393701,9,1
3,AL,GA,2010,185.4289256,6,1
2,AL,GA,2010,191.3447761,3,1
1,AL,GA,2010,214.0879121,0,1
4,AL,GA,2011,178.3284404,9,1
2,AL,GA,2011,240.4777778,3,1
1,AL,GA,2011,249.1978022,0,1
4,AL,GA,2012,176.2766129,9,1
3,AL,GA,2012,239.3295059,6,1
2,AL,GA,2012,192.3219858,3,1
1,AL,GA,2012,208.7124138,0,1
4,AL,GA,2013,243.6367521,9,1
3,AL,GA,2013,223.4382353,6,1
2,AL,GA,2013,211.2728571,3,1
1,AL,GA,2013,190.934127,0,1
4,AL,GA,2014,251.3565715,9,1
3,AL,GA,2014,280.6861111,6,1
2,AL,GA,2014,290.2672,3,1
1,AL,GA,2014,250.0343434,0,1
4,AL,GA,2015,353.545614,9,1
3,AL,GA,2015,277.8032787,6,1
2,AL,GA,2015,275.42,3,1
1,AL,GA,2015,273.6045872,0,1
3,AL,IA,1998,254.7489796,6,1
2,AL,IA,1998,210.4135417,3,1
3,AL,IA,1999,249.5704762,6,1
2,AL,IA,1999,261.7204724,3,1
4,AL,IA,2000,267.7771654,9,1
3,AL,IA,2000,294.3567308,6,1
2,AL,IA,2000,337.0072,3,1
4,AL,IA,2001,240.9805825,9,1
2,AL,IA,2001,260.0475248,3,1
4,AL,IA,2002,245.5416667,9,1
2,AL,IA,2002,266.1401786,3,1
4,AL,IA,2003,210.6153226,9,1
3,AL,IA,2003,213.1153061,6,1
2,AL,IA,2003,197.1946809,3,1
4,AL,IA,2004,203.2246032,9,1
3,AL,IA,2004,215.0060606,6,1
2,AL,IA,2004,217.7285714,3,1
4,AL,IA,2005,244.5118812,9,1
3,AL,IA,2005,248.8242424,6,1
2,AL,IA,2005,199.4203008,3,1
1,AL,IA,2005,221.9810526,0,1
4,AL,IA,2006,240.9696078,9,1
2,AL,IA,2006,274.4532258,3,1
1,AL,IA,2006,271.3063158,0,1
4,AL,IA,2007,247.0085714,9,1
2,AL,IA,2007,259.7395161,3,1
4,AL,IA,2008,291.3094737,9,1
3,AL,IA,2008,363.2329787,6,1
2,AL,IA,2009,251.644,3,1
3,AL,IA,2011,314.5094737,6,1
2,AL,IA,2011,410.7347826,3,1
4,AL,IA,2012,266.1876923,9,1
3,AL,IA,2012,300.5415842,6,1
2,AL,IA,2012,304.1233871,3,1
4,AL,IA,2013,284.7587629,9,1
3,AL,IA,2013,274.415534,6,1
2,AL,IA,2013,272.9864516,3,1
4,AL,IA,2014,267.2768595,9,1
3,AL,IA,2014,283.2173077,6,1
2,AL,IA,2014,280.9984496,3,1
4,AL,IA,2015,275.2628931,9,1
3,AL,IA,2015,270.2347826,6,1
2,AL,IA,2015,304.1691781,3,1
1,AL,IA,2015,267.23,0,1
