Quarter,State-from,State-to,Year,Avg. Fare,Month,Day
2,IL,CT,1996,224.6377409,3,1
1,IL,CT,1996,234.8722256,0,1
4,IL,CT,1997,241.4240947,9,1
3,IL,CT,1997,211.3606989,6,1
2,IL,CT,1997,226.5886528,3,1
1,IL,CT,1997,235.673872,0,1
4,IL,CT,1998,203.5278635,9,1
3,IL,CT,1998,293.7624473,6,1
2,IL,CT,1998,301.4706317,3,1
1,IL,CT,1998,322.5811626,0,1
4,IL,CT,1999,146.6655515,9,1
3,IL,CT,1999,228.0276365,6,1
2,IL,CT,1999,242.2915352,3,1
1,IL,CT,1999,320.1655898,0,1
4,IL,CT,2000,185.6103539,9,1
3,IL,CT,2000,174.3443082,6,1
2,IL,CT,2000,161.4625683,3,1
1,IL,CT,2000,164.0059065,0,1
4,IL,CT,2001,141.6625306,9,1
3,IL,CT,2001,168.2113292,6,1
2,IL,CT,2001,171.3575207,3,1
1,IL,CT,2001,182.4391364,0,1
4,IL,CT,2002,150.1818928,9,1
3,IL,CT,2002,150.8167862,6,1
2,IL,CT,2002,156.1561452,3,1
1,IL,CT,2002,165.4059454,0,1
4,IL,CT,2003,144.7091152,9,1
3,IL,CT,2003,156.3789179,6,1
2,IL,CT,2003,158.5324588,3,1
1,IL,CT,2003,178.1338151,0,1
4,IL,CT,2004,149.7909103,9,1
3,IL,CT,2004,145.249285,6,1
2,IL,CT,2004,146.3191935,3,1
1,IL,CT,2004,148.0670218,0,1
4,IL,CT,2005,171.3400895,9,1
3,IL,CT,2005,146.5247733,6,1
2,IL,CT,2005,144.3951579,3,1
1,IL,CT,2005,136.0557506,0,1
4,IL,CT,2006,166.8554308,9,1
3,IL,CT,2006,162.8414174,6,1
2,IL,CT,2006,168.0622385,3,1
1,IL,CT,2006,159.3541725,0,1
4,IL,CT,2007,168.2703611,9,1
3,IL,CT,2007,167.9021272,6,1
2,IL,CT,2007,173.1420441,3,1
1,IL,CT,2007,145.9566733,0,1
4,IL,CT,2008,159.3464442,9,1
3,IL,CT,2008,203.7369267,6,1
2,IL,CT,2008,193.1593611,3,1
1,IL,CT,2008,178.2967703,0,1
4,IL,CT,2009,195.1606962,9,1
3,IL,CT,2009,185.6623313,6,1
2,IL,CT,2009,159.3825858,3,1
1,IL,CT,2009,123.6585532,0,1
4,IL,CT,2010,182.0194023,9,1
3,IL,CT,2010,191.1842786,6,1
2,IL,CT,2010,203.8094094,3,1
1,IL,CT,2010,196.49519,0,1
4,IL,CT,2011,232.7200344,9,1
3,IL,CT,2011,235.9121052,6,1
2,IL,CT,2011,234.3421587,3,1
1,IL,CT,2011,200.7709285,0,1
4,IL,CT,2012,263.0908304,9,1
3,IL,CT,2012,256.9950357,6,1
2,IL,CT,2012,274.8641483,3,1
1,IL,CT,2012,205.8066984,0,1
4,IL,CT,2013,229.1856535,9,1
3,IL,CT,2013,246.6227723,6,1
2,IL,CT,2013,271.7366912,3,1
1,IL,CT,2013,230.6531219,0,1
4,IL,CT,2014,217.004603,9,1
3,IL,CT,2014,240.0748199,6,1
2,IL,CT,2014,244.5092281,3,1
1,IL,CT,2014,263.9547193,0,1
4,IL,CT,2015,244.980203,9,1
3,IL,CT,2015,258.5498092,6,1
2,IL,CT,2015,265.4479096,3,1
1,IL,CT,2015,258.0768448,0,1
4,IL,DC,1996,189.9881539,9,1
3,IL,DC,1996,194.5837244,6,1
2,IL,DC,1996,180.3751541,3,1
1,IL,DC,1996,188.6648907,0,1
4,IL,DC,1997,199.6748694,9,1
3,IL,DC,1997,198.3888073,6,1
2,IL,DC,1997,187.8245471,3,1
1,IL,DC,1997,187.7618755,0,1
4,IL,DC,1998,172.5024231,9,1
3,IL,DC,1998,193.8381132,6,1
2,IL,DC,1998,193.9753949,3,1
1,IL,DC,1998,210.8124886,0,1
4,IL,DC,1999,174.0716154,9,1
3,IL,DC,1999,176.8236283,6,1
2,IL,DC,1999,174.5177442,3,1
1,IL,DC,1999,182.2241261,0,1
4,IL,DC,2000,173.5291703,9,1
3,IL,DC,2000,176.3147913,6,1
2,IL,DC,2000,175.8471498,3,1
1,IL,DC,2000,181.0018841,0,1
4,IL,DC,2001,166.8269403,9,1
3,IL,DC,2001,171.6199586,6,1
2,IL,DC,2001,179.234547,3,1
1,IL,DC,2001,185.6648085,0,1
4,IL,DC,2002,161.5534488,9,1
3,IL,DC,2002,157.0050155,6,1
2,IL,DC,2002,162.1259771,3,1
1,IL,DC,2002,159.4059739,0,1
4,IL,DC,2003,172.893567,9,1
3,IL,DC,2003,164.0115759,6,1
2,IL,DC,2003,163.4429521,3,1
1,IL,DC,2003,161.1315666,0,1
4,IL,DC,2004,150.9171373,9,1
3,IL,DC,2004,151.624899,6,1
2,IL,DC,2004,166.1333526,3,1
1,IL,DC,2004,175.7799387,0,1
4,IL,DC,2005,167.9181786,9,1
3,IL,DC,2005,163.7513877,6,1
2,IL,DC,2005,163.9399883,3,1
1,IL,DC,2005,159.8316417,0,1
4,IL,DC,2006,165.9651135,9,1
3,IL,DC,2006,185.4577374,6,1
2,IL,DC,2006,181.5806988,3,1
1,IL,DC,2006,168.5475061,0,1
4,IL,DC,2007,176.1043235,9,1
3,IL,DC,2007,179.3963097,6,1
2,IL,DC,2007,170.9393031,3,1
1,IL,DC,2007,162.0062449,0,1
4,IL,DC,2008,207.2616146,9,1
3,IL,DC,2008,215.8222911,6,1
2,IL,DC,2008,202.7959597,3,1
1,IL,DC,2008,201.6101019,0,1
4,IL,DC,2009,194.2686146,9,1
3,IL,DC,2009,189.4258549,6,1
2,IL,DC,2009,183.088555,3,1
1,IL,DC,2009,198.8381635,0,1
4,IL,DC,2010,187.4971119,9,1
3,IL,DC,2010,200.8168657,6,1
2,IL,DC,2010,196.5963143,3,1
1,IL,DC,2010,195.3084544,0,1
4,IL,DC,2011,234.6318426,9,1
3,IL,DC,2011,239.9101528,6,1
2,IL,DC,2011,247.4708642,3,1
1,IL,DC,2011,218.1408865,0,1
4,IL,DC,2012,285.188139,9,1
3,IL,DC,2012,255.9145393,6,1
2,IL,DC,2012,255.4139946,3,1
1,IL,DC,2012,249.3017192,0,1
4,IL,DC,2013,252.3490371,9,1
3,IL,DC,2013,267.5647102,6,1
2,IL,DC,2013,270.061311,3,1
1,IL,DC,2013,287.5279786,0,1
4,IL,DC,2014,253.2123056,9,1
3,IL,DC,2014,252.7467887,6,1
2,IL,DC,2014,249.2547592,3,1
1,IL,DC,2014,233.8216162,0,1
4,IL,DC,2015,242.452238,9,1
3,IL,DC,2015,244.2700063,6,1
2,IL,DC,2015,255.9512254,3,1
1,IL,DC,2015,243.0053412,0,1
4,IL,DE,2013,87.41943396,9,1
3,IL,DE,2013,85.32866928,6,1
4,IL,DE,2014,90.33128834,9,1
3,IL,DE,2014,93.62683643,6,1
2,IL,DE,2014,88.04122905,3,1
1,IL,DE,2014,79.33585657,0,1
4,IL,FL,1996,159.6978762,9,1
3,IL,FL,1996,154.0303123,6,1
2,IL,FL,1996,157.2746426,3,1
1,IL,FL,1996,169.5917423,0,1
4,IL,FL,1997,164.4449858,9,1
3,IL,FL,1997,155.5830981,6,1
2,IL,FL,1997,155.9872288,3,1
1,IL,FL,1997,155.362416,0,1
4,IL,FL,1998,162.1838887,9,1
3,IL,FL,1998,159.6590091,6,1
2,IL,FL,1998,166.8445103,3,1
1,IL,FL,1998,171.6573472,0,1
4,IL,FL,1999,172.5387376,9,1
3,IL,FL,1999,163.9102714,6,1
2,IL,FL,1999,170.0269216,3,1
1,IL,FL,1999,169.9361997,0,1
4,IL,FL,2000,169.7709338,9,1
3,IL,FL,2000,161.5639142,6,1
2,IL,FL,2000,176.1832217,3,1
1,IL,FL,2000,180.825365,0,1
4,IL,FL,2001,150.1769061,9,1
3,IL,FL,2001,150.6914866,6,1
2,IL,FL,2001,172.3508903,3,1
1,IL,FL,2001,177.9205812,0,1
4,IL,FL,2002,159.1753706,9,1
3,IL,FL,2002,146.282748,6,1
2,IL,FL,2002,149.0082916,3,1
1,IL,FL,2002,153.3678426,0,1
4,IL,FL,2003,158.4750631,9,1
3,IL,FL,2003,150.3559914,6,1
2,IL,FL,2003,152.1058595,3,1
1,IL,FL,2003,160.2437024,0,1
4,IL,FL,2004,154.189663,9,1
3,IL,FL,2004,149.1425051,6,1
2,IL,FL,2004,159.2733472,3,1
1,IL,FL,2004,163.3028401,0,1
4,IL,FL,2005,162.9969335,9,1
3,IL,FL,2005,150.9728734,6,1
2,IL,FL,2005,156.3716043,3,1
1,IL,FL,2005,159.0602843,0,1
4,IL,FL,2006,158.0805253,9,1
3,IL,FL,2006,153.8873024,6,1
2,IL,FL,2006,168.6614991,3,1
1,IL,FL,2006,165.0298529,0,1
4,IL,FL,2007,158.7040587,9,1
3,IL,FL,2007,149.9671099,6,1
2,IL,FL,2007,155.2277145,3,1
1,IL,FL,2007,158.4148254,0,1
4,IL,FL,2008,179.1628137,9,1
3,IL,FL,2008,167.2544467,6,1
2,IL,FL,2008,168.8596042,3,1
1,IL,FL,2008,177.9583496,0,1
4,IL,FL,2009,163.3468196,9,1
3,IL,FL,2009,145.6408184,6,1
2,IL,FL,2009,159.2383476,3,1
1,IL,FL,2009,168.3026235,0,1
4,IL,FL,2010,167.0359126,9,1
3,IL,FL,2010,156.4305886,6,1
2,IL,FL,2010,165.6434961,3,1
1,IL,FL,2010,166.5893717,0,1
4,IL,FL,2011,189.8891197,9,1
3,IL,FL,2011,171.5135326,6,1
2,IL,FL,2011,185.9677376,3,1
1,IL,FL,2011,183.5457356,0,1
4,IL,FL,2012,188.0220408,9,1
3,IL,FL,2012,174.2784867,6,1
2,IL,FL,2012,187.4563293,3,1
1,IL,FL,2012,195.6622068,0,1
4,IL,FL,2013,208.8000911,9,1
3,IL,FL,2013,196.1470281,6,1
2,IL,FL,2013,193.0345115,3,1
1,IL,FL,2013,204.8349513,0,1
4,IL,FL,2014,200.221165,9,1
3,IL,FL,2014,200.9066363,6,1
2,IL,FL,2014,204.9784007,3,1
1,IL,FL,2014,208.3139671,0,1
4,IL,FL,2015,188.474912,9,1
3,IL,FL,2015,181.3954039,6,1
2,IL,FL,2015,186.4548166,3,1
1,IL,FL,2015,195.9069303,0,1
4,IL,GA,1996,137.6637277,9,1
3,IL,GA,1996,133.8190969,6,1
2,IL,GA,1996,118.2356973,3,1
1,IL,GA,1996,159.838222,0,1
4,IL,GA,1997,159.3588494,9,1
3,IL,GA,1997,152.4808816,6,1
2,IL,GA,1997,159.6671248,3,1
1,IL,GA,1997,148.2504995,0,1
4,IL,GA,1998,149.9521312,9,1
3,IL,GA,1998,139.2566908,6,1
2,IL,GA,1998,147.5703275,3,1
1,IL,GA,1998,156.5528042,0,1
4,IL,GA,1999,142.7317708,9,1
3,IL,GA,1999,144.2946313,6,1
2,IL,GA,1999,147.9359381,3,1
1,IL,GA,1999,148.6111348,0,1
4,IL,GA,2000,149.3543558,9,1
3,IL,GA,2000,134.440631,6,1
2,IL,GA,2000,144.8396829,3,1
1,IL,GA,2000,146.6487846,0,1
4,IL,GA,2001,140.619333,9,1
3,IL,GA,2001,143.5264362,6,1
2,IL,GA,2001,154.1409335,3,1
1,IL,GA,2001,152.7089027,0,1
4,IL,GA,2002,146.2973212,9,1
3,IL,GA,2002,140.9574919,6,1
2,IL,GA,2002,143.6319565,3,1
1,IL,GA,2002,141.1935482,0,1
4,IL,GA,2003,163.4443491,9,1
3,IL,GA,2003,146.3767291,6,1
2,IL,GA,2003,159.018796,3,1
1,IL,GA,2003,143.5529487,0,1
4,IL,GA,2004,152.9350396,9,1
3,IL,GA,2004,153.5459676,6,1
2,IL,GA,2004,166.7810278,3,1
1,IL,GA,2004,168.9449414,0,1
4,IL,GA,2005,163.8352433,9,1
3,IL,GA,2005,159.3202171,6,1
2,IL,GA,2005,161.3685621,3,1
1,IL,GA,2005,159.0638974,0,1
4,IL,GA,2006,166.5720319,9,1
3,IL,GA,2006,165.0550379,6,1
2,IL,GA,2006,194.5270016,3,1
1,IL,GA,2006,179.2793758,0,1
4,IL,GA,2007,169.6706415,9,1
3,IL,GA,2007,164.9151466,6,1
2,IL,GA,2007,171.2369317,3,1
1,IL,GA,2007,161.5460434,0,1
4,IL,GA,2008,215.9101627,9,1
3,IL,GA,2008,204.3888825,6,1
2,IL,GA,2008,189.1144542,3,1
1,IL,GA,2008,214.540071,0,1
4,IL,GA,2009,264.3175104,9,1
3,IL,GA,2009,233.3347888,6,1
2,IL,GA,2009,228.4490952,3,1
1,IL,GA,2009,229.7629825,0,1
4,IL,GA,2010,213.4141723,9,1
3,IL,GA,2010,226.2516854,6,1
2,IL,GA,2010,242.8394152,3,1
1,IL,GA,2010,270.2111801,0,1
4,IL,GA,2011,265.1152666,9,1
3,IL,GA,2011,287.9941673,6,1
2,IL,GA,2011,267.1433764,3,1
1,IL,GA,2011,242.1559504,0,1
4,IL,GA,2012,306.2352941,9,1
3,IL,GA,2012,287.3637776,6,1
2,IL,GA,2012,284.872,3,1
1,IL,GA,2012,296.6751923,0,1
4,IL,GA,2013,276.9397786,9,1
3,IL,GA,2013,261.0806822,6,1
2,IL,GA,2013,254.5592226,3,1
1,IL,GA,2013,295.498004,0,1
4,IL,GA,2014,277.4015578,9,1
3,IL,GA,2014,242.1884697,6,1
2,IL,GA,2014,249.4257562,3,1
1,IL,GA,2014,272.1434612,0,1
4,IL,GA,2015,247.7902244,9,1
3,IL,GA,2015,240.4303415,6,1
2,IL,GA,2015,275.5615266,3,1
1,IL,GA,2015,265.1145459,0,1
4,IL,IA,1996,148.357976,9,1
3,IL,IA,1996,149.6720482,6,1
2,IL,IA,1996,159.5144432,3,1
1,IL,IA,1996,184.2245508,0,1
4,IL,IA,1997,184.6385089,9,1
3,IL,IA,1997,188.1824071,6,1
2,IL,IA,1997,184.6652171,3,1
1,IL,IA,1997,172.1291779,0,1
4,IL,IA,1998,168.6676464,9,1
3,IL,IA,1998,176.9627172,6,1
2,IL,IA,1998,185.2362802,3,1
1,IL,IA,1998,189.178431,0,1
4,IL,IA,1999,173.9221969,9,1
3,IL,IA,1999,179.8009968,6,1
2,IL,IA,1999,166.7239007,3,1
1,IL,IA,1999,173.0902439,0,1
4,IL,IA,2000,173.4799198,9,1
3,IL,IA,2000,187.2292531,6,1
2,IL,IA,2000,188.0718187,3,1
1,IL,IA,2000,194.106108,0,1
4,IL,IA,2001,176.6555497,9,1
3,IL,IA,2001,174.4196014,6,1
2,IL,IA,2001,173.9138721,3,1
1,IL,IA,2001,170.4491106,0,1
4,IL,IA,2002,149.1240369,9,1
3,IL,IA,2002,161.5217932,6,1
2,IL,IA,2002,176.6815108,3,1
1,IL,IA,2002,178.0058489,0,1
4,IL,IA,2003,138.6842585,9,1
3,IL,IA,2003,187.471503,6,1
2,IL,IA,2003,172.3482874,3,1
1,IL,IA,2003,114.4718442,0,1
4,IL,IA,2004,112.0861511,9,1
3,IL,IA,2004,128.2503192,6,1
2,IL,IA,2004,144.8459315,3,1
1,IL,IA,2004,125.8645105,0,1
4,IL,IA,2005,211.6971562,9,1
3,IL,IA,2005,193.7000796,6,1
2,IL,IA,2005,184.0071759,3,1
1,IL,IA,2005,171.2658026,0,1
4,IL,IA,2006,196.0453399,9,1
3,IL,IA,2006,211.6851497,6,1
2,IL,IA,2006,200.6569855,3,1
1,IL,IA,2006,211.0699476,0,1
4,IL,IA,2007,248.165071,9,1
3,IL,IA,2007,239.3846165,6,1
2,IL,IA,2007,239.9992421,3,1
1,IL,IA,2007,237.3081038,0,1
4,IL,IA,2008,257.6787621,9,1
3,IL,IA,2008,312.8324271,6,1
2,IL,IA,2008,314.6453387,3,1
1,IL,IA,2008,280.2206767,0,1
4,IL,IA,2009,271.3106888,9,1
3,IL,IA,2009,266.9108327,6,1
2,IL,IA,2009,212.607432,3,1
1,IL,IA,2009,248.4356571,0,1
4,IL,IA,2010,276.7940701,9,1
3,IL,IA,2010,252.5744788,6,1
2,IL,IA,2010,242.4876824,3,1
1,IL,IA,2010,259.7684894,0,1
4,IL,IA,2011,326.8987884,9,1
3,IL,IA,2011,331.7407031,6,1
2,IL,IA,2011,317.6812334,3,1
1,IL,IA,2011,323.1469274,0,1
4,IL,IA,2012,166.1695019,9,1
3,IL,IA,2012,263.5694102,6,1
2,IL,IA,2012,264.0193758,3,1
1,IL,IA,2012,381.6364852,0,1
4,IL,IA,2013,182.1467934,9,1
3,IL,IA,2013,177.164064,6,1
2,IL,IA,2013,171.1060313,3,1
1,IL,IA,2013,184.9773073,0,1
4,IL,IA,2014,187.6418871,9,1
3,IL,IA,2014,192.6589592,6,1
2,IL,IA,2014,187.6431668,3,1
1,IL,IA,2014,181.438566,0,1
4,IL,IA,2015,205.1667374,9,1
3,IL,IA,2015,219.7679181,6,1
2,IL,IA,2015,223.1825582,3,1
1,IL,IA,2015,199.4166369,0,1
2,IL,ID,1996,345.6117647,3,1
4,IL,ID,1997,329.3393162,9,1
3,IL,ID,1997,291.4369048,6,1
2,IL,ID,1997,346.5686957,3,1
4,IL,ID,1998,310.8548673,9,1
3,IL,ID,1998,294.368665,6,1
2,IL,ID,1998,309.8525862,3,1
1,IL,ID,1998,414.1422222,0,1
3,IL,ID,1999,337.7092593,6,1
2,IL,ID,1999,376.1376238,3,1
3,IL,ID,2000,357.0572917,6,1
3,IL,ID,2001,303.4136842,6,1
2,IL,ID,2001,259.1793478,3,1
4,IL,ID,2002,304.8534884,9,1
3,IL,ID,2002,345.3374759,6,1
2,IL,ID,2002,325.317094,3,1
4,IL,ID,2003,297.8037383,9,1
2,IL,ID,2003,345.8181818,3,1
2,IL,ID,2004,301.8,3,1
3,IL,ID,2005,335.1619469,6,1
2,IL,ID,2005,277.5052632,3,1
4,IL,ID,2006,276.6387097,9,1
3,IL,ID,2006,311.3851064,6,1
2,IL,ID,2006,305.5731707,3,1
4,IL,ID,2007,335.4496241,9,1
3,IL,ID,2007,297.4699387,6,1
2,IL,ID,2007,291.3253968,3,1
4,IL,ID,2008,285.4333333,9,1
3,IL,ID,2008,315.1947917,6,1
2,IL,ID,2008,266.2899083,3,1
3,IL,ID,2009,316.3903846,6,1
4,IL,ID,2010,344.2850877,9,1
3,IL,ID,2010,349.2517007,6,1
2,IL,ID,2010,326.6672566,3,1
3,IL,ID,2011,392.5678261,6,1
2,IL,ID,2011,384.4520833,3,1
4,IL,ID,2012,378.7416667,9,1
3,IL,ID,2012,364.3425373,6,1
2,IL,ID,2012,376.6381679,3,1
4,IL,ID,2013,449.4689922,9,1
3,IL,ID,2013,380.2885906,6,1
2,IL,ID,2013,382.4503937,3,1
4,IL,ID,2014,344.7189394,9,1
3,IL,ID,2014,385.4051429,6,1
2,IL,ID,2014,414.3236842,3,1
1,IL,ID,2014,391.3819149,0,1
4,IL,ID,2015,435.8514851,9,1
3,IL,ID,2015,450.7504587,6,1
2,IL,ID,2015,445.1474138,3,1
4,IL,IL,1996,168.4197976,9,1
3,IL,IL,1996,162.44377,6,1
2,IL,IL,1996,149.169244,3,1
1,IL,IL,1996,171.4643348,0,1
4,IL,IL,1997,179.9801417,9,1
3,IL,IL,1997,181.9801444,6,1
2,IL,IL,1997,167.4133767,3,1
1,IL,IL,1997,158.2934078,0,1
4,IL,IL,1998,171.599016,9,1
3,IL,IL,1998,168.3559901,6,1
2,IL,IL,1998,176.7898247,3,1
1,IL,IL,1998,191.2960453,0,1
4,IL,IL,1999,200.2805583,9,1
3,IL,IL,1999,191.6921425,6,1
2,IL,IL,1999,180.0423177,3,1
1,IL,IL,1999,179.69519,0,1
4,IL,IL,2000,157.4530524,9,1
3,IL,IL,2000,180.8952535,6,1
2,IL,IL,2000,199.4242907,3,1
1,IL,IL,2000,188.5069557,0,1
4,IL,IL,2001,169.7171424,9,1
3,IL,IL,2001,176.8343198,6,1
2,IL,IL,2001,162.7137662,3,1
1,IL,IL,2001,189.7913812,0,1
4,IL,IL,2002,111.6668743,9,1
3,IL,IL,2002,110.0730714,6,1
2,IL,IL,2002,134.4014297,3,1
1,IL,IL,2002,140.8220369,0,1
4,IL,IL,2003,137.0450907,9,1
3,IL,IL,2003,134.9236917,6,1
2,IL,IL,2003,128.0542914,3,1
1,IL,IL,2003,123.203494,0,1
4,IL,IL,2004,123.2272609,9,1
3,IL,IL,2004,130.5188899,6,1
2,IL,IL,2004,134.7359168,3,1
1,IL,IL,2004,137.2442269,0,1
4,IL,IL,2005,204.5692965,9,1
3,IL,IL,2005,180.5367696,6,1
2,IL,IL,2005,169.6328232,3,1
1,IL,IL,2005,164.2070666,0,1
4,IL,IL,2006,205.8936793,9,1
3,IL,IL,2006,208.6595004,6,1
2,IL,IL,2006,204.4674497,3,1
1,IL,IL,2006,217.6431071,0,1
4,IL,IL,2007,250.1030983,9,1
3,IL,IL,2007,239.8190038,6,1
2,IL,IL,2007,234.4554088,3,1
1,IL,IL,2007,219.5475224,0,1
4,IL,IL,2008,222.6909783,9,1
3,IL,IL,2008,297.6130841,6,1
2,IL,IL,2008,273.429646,3,1
1,IL,IL,2008,230.8179507,0,1
4,IL,IL,2009,193.3373737,9,1
3,IL,IL,2009,208.4622642,6,1
2,IL,IL,2009,196.9953439,3,1
4,IL,IL,2010,204.3546568,9,1
3,IL,IL,2010,236.8475728,6,1
2,IL,IL,2010,227.9256163,3,1
4,IL,IL,2011,177.8157149,9,1
3,IL,IL,2011,235.4276029,6,1
2,IL,IL,2011,207.2797667,3,1
1,IL,IL,2011,219.3068929,0,1
4,IL,IL,2012,200.4720743,9,1
3,IL,IL,2012,200.78183,6,1
2,IL,IL,2012,203.1726015,3,1
1,IL,IL,2012,213.2203125,0,1
4,IL,IL,2013,194.7121415,9,1
3,IL,IL,2013,178.1864915,6,1
2,IL,IL,2013,180.5017815,3,1
1,IL,IL,2013,204.3038505,0,1
4,IL,IL,2014,198.1193756,9,1
3,IL,IL,2014,186.5271674,6,1
2,IL,IL,2014,180.7645772,3,1
1,IL,IL,2014,196.9790763,0,1
4,IL,IL,2015,246.3948649,9,1
3,IL,IL,2015,256.4493314,6,1
2,IL,IL,2015,275.911881,3,1
1,IL,IL,2015,257.8463256,0,1
4,IL,IN,1996,141.6145306,9,1
3,IL,IN,1996,134.5046628,6,1
2,IL,IN,1996,118.2754046,3,1
1,IL,IN,1996,129.3403397,0,1
4,IL,IN,1997,157.4953345,9,1
3,IL,IN,1997,150.3561743,6,1
2,IL,IN,1997,152.925539,3,1
1,IL,IN,1997,137.3999185,0,1
4,IL,IN,1998,154.3315584,9,1
3,IL,IN,1998,152.630102,6,1
2,IL,IN,1998,160.9249629,3,1
1,IL,IN,1998,162.6103768,0,1
4,IL,IN,1999,165.9949358,9,1
3,IL,IN,1999,166.7880987,6,1
2,IL,IN,1999,165.7717653,3,1
1,IL,IN,1999,164.4601859,0,1
4,IL,IN,2000,183.5515916,9,1
3,IL,IN,2000,174.9419388,6,1
2,IL,IN,2000,179.0274752,3,1
1,IL,IN,2000,178.7500679,0,1
4,IL,IN,2001,170.2572921,9,1
3,IL,IN,2001,176.8794295,6,1
2,IL,IN,2001,175.1465835,3,1
1,IL,IN,2001,188.1151658,0,1
4,IL,IN,2002,133.2706349,9,1
3,IL,IN,2002,136.8906353,6,1
2,IL,IN,2002,162.763213,3,1
1,IL,IN,2002,172.8499113,0,1
4,IL,IN,2003,154.3907184,9,1
3,IL,IN,2003,155.8271433,6,1
2,IL,IN,2003,148.5342287,3,1
1,IL,IN,2003,136.1082758,0,1
4,IL,IN,2004,131.0995511,9,1
3,IL,IN,2004,141.6383413,6,1
2,IL,IN,2004,142.5468473,3,1
1,IL,IN,2004,153.1260717,0,1
4,IL,IN,2005,179.5394447,9,1
3,IL,IN,2005,183.2993845,6,1
2,IL,IN,2005,172.0591247,3,1
1,IL,IN,2005,153.4631098,0,1
4,IL,IN,2006,163.0481763,9,1
3,IL,IN,2006,175.2647243,6,1
2,IL,IN,2006,175.5187897,3,1
1,IL,IN,2006,185.001634,0,1
4,IL,IN,2007,176.3285671,9,1
3,IL,IN,2007,170.5075855,6,1
2,IL,IN,2007,169.8950877,3,1
1,IL,IN,2007,180.6768274,0,1
4,IL,IN,2008,190.0632754,9,1
3,IL,IN,2008,204.6341029,6,1
2,IL,IN,2008,184.8673297,3,1
1,IL,IN,2008,180.9399291,0,1
4,IL,IN,2009,171.7222949,9,1
3,IL,IN,2009,176.043549,6,1
2,IL,IN,2009,185.141286,3,1
1,IL,IN,2009,183.9170746,0,1
4,IL,IN,2010,196.185905,9,1
3,IL,IN,2010,193.1114543,6,1
2,IL,IN,2010,194.0464195,3,1
1,IL,IN,2010,180.193754,0,1
4,IL,IN,2011,209.2511013,9,1
3,IL,IN,2011,197.3431733,6,1
2,IL,IN,2011,191.5186637,3,1
1,IL,IN,2011,216.2920631,0,1
4,IL,IN,2012,188.7471429,9,1
3,IL,IN,2012,193.1149492,6,1
2,IL,IN,2012,194.8121217,3,1
1,IL,IN,2012,183.3970411,0,1
4,IL,IN,2013,202.5222717,9,1
3,IL,IN,2013,203.8664072,6,1
2,IL,IN,2013,204.6053523,3,1
1,IL,IN,2013,209.7396807,0,1
4,IL,IN,2014,232.6747685,9,1
3,IL,IN,2014,220.3637209,6,1
2,IL,IN,2014,215.6662195,3,1
1,IL,IN,2014,218.427547,0,1
4,IL,IN,2015,237.3576224,9,1
3,IL,IN,2015,249.6070596,6,1
2,IL,IN,2015,253.3224001,3,1
1,IL,IN,2015,243.878622,0,1
4,IL,KS,1996,170.3877119,9,1
3,IL,KS,1996,173.0801234,6,1
2,IL,KS,1996,233.680898,3,1
1,IL,KS,1996,247.2431151,0,1
4,IL,KS,1997,264.6862338,9,1
3,IL,KS,1997,202.7476387,6,1
2,IL,KS,1997,145.4716659,3,1
1,IL,KS,1997,147.8065693,0,1
4,IL,KS,1998,241.6597711,9,1
3,IL,KS,1998,246.8279034,6,1
2,IL,KS,1998,284.8521094,3,1
1,IL,KS,1998,303.2696228,0,1
4,IL,KS,1999,241.2285963,9,1
3,IL,KS,1999,287.7096539,6,1
2,IL,KS,1999,297.7320202,3,1
1,IL,KS,1999,297.6655209,0,1
4,IL,KS,2000,274.2042399,9,1
3,IL,KS,2000,297.3933131,6,1
2,IL,KS,2000,292.8326316,3,1
1,IL,KS,2000,298.0915145,0,1
4,IL,KS,2001,250.45,9,1
3,IL,KS,2001,273.8435057,6,1
2,IL,KS,2001,276.7290698,3,1
1,IL,KS,2001,303.6141975,0,1
4,IL,KS,2002,85.78054299,9,1
3,IL,KS,2002,93.54228232,6,1
2,IL,KS,2002,120.9778021,3,1
1,IL,KS,2002,260.7909211,0,1
4,IL,KS,2003,190.2835843,9,1
3,IL,KS,2003,174.1094972,6,1
2,IL,KS,2003,188.0767677,3,1
1,IL,KS,2003,136.0168067,0,1
4,IL,KS,2004,191.6896959,9,1
3,IL,KS,2004,199.9565925,6,1
2,IL,KS,2004,206.5249423,3,1
1,IL,KS,2004,224.4952577,0,1
4,IL,KS,2005,216.9365969,9,1
3,IL,KS,2005,208.2755311,6,1
2,IL,KS,2005,213.6742089,3,1
1,IL,KS,2005,214.4135985,0,1
4,IL,KS,2006,184.9952955,9,1
3,IL,KS,2006,230.8928809,6,1
2,IL,KS,2006,229.9332936,3,1
1,IL,KS,2006,234.1983871,0,1
4,IL,KS,2007,213.5151005,9,1
3,IL,KS,2007,206.3028672,6,1
2,IL,KS,2007,211.2109823,3,1
1,IL,KS,2007,192.0290611,0,1
4,IL,KS,2008,218.7846676,9,1
3,IL,KS,2008,261.4614047,6,1
2,IL,KS,2008,259.2632489,3,1
1,IL,KS,2008,236.4980426,0,1
4,IL,KS,2009,218.6371308,9,1
3,IL,KS,2009,202.3781955,6,1
2,IL,KS,2009,199.852381,3,1
1,IL,KS,2009,236.086907,0,1
4,IL,KS,2010,200.0547827,9,1
