Quarter,State-from,State-to,Year,Passengers,Month,Day
3,AL,AL,1996,10.2173913,6,1
2,AL,AL,1996,16.26373626,3,1
1,AL,AL,1996,17.36263736,0,1
4,AL,AL,1997,11.08695652,9,1
2,AL,AL,1997,11.20879121,3,1
1,AL,AL,1997,10.88888889,0,1
4,AL,AR,1996,19.45652174,9,1
3,AL,AR,1996,16.84782609,6,1
2,AL,AR,1996,23.95604396,3,1
1,AL,AR,1996,35.60439561,0,1
4,AL,AR,1997,20.97826087,9,1
3,AL,AR,1997,32.2826087,6,1
2,AL,AR,1997,23.40659341,3,1
1,AL,AR,1997,18.44444444,0,1
4,AL,AR,1998,23.47826087,9,1
3,AL,AR,1998,33.91304348,6,1
2,AL,AR,1998,35.4945055,3,1
1,AL,AR,1998,34.88888888,0,1
4,AL,AR,1999,27.93478261,9,1
3,AL,AR,1999,30.65217391,6,1
2,AL,AR,1999,29.67032967,3,1
1,AL,AR,1999,19.44444444,0,1
4,AL,AR,2000,27.5,9,1
3,AL,AR,2000,31.08695652,6,1
2,AL,AR,2000,18.68131868,3,1
1,AL,AR,2000,27.36263736,0,1
4,AL,AR,2001,11.30434783,9,1
3,AL,AR,2001,27.06521739,6,1
2,AL,AR,2001,30,3,1
1,AL,AR,2001,40.33333333,0,1
4,AL,AR,2002,26.08695652,9,1
3,AL,AR,2002,29.67391305,6,1
2,AL,AR,2002,26.15384615,3,1
1,AL,AR,2002,12.44444444,0,1
4,AL,AR,2003,28.58695652,9,1
3,AL,AR,2003,24.34782609,6,1
2,AL,AR,2003,22.96703297,3,1
1,AL,AR,2003,25.88888889,0,1
4,AL,AR,2004,30.2173913,9,1
3,AL,AR,2004,23.04347827,6,1
2,AL,AR,2004,24.50549451,3,1
1,AL,AR,2004,26.81318682,0,1
4,AL,AR,2005,23.36956522,9,1
3,AL,AR,2005,25.86956521,6,1
2,AL,AR,2005,28.9010989,3,1
1,AL,AR,2005,28.22222222,0,1
4,AL,AR,2006,13.26086957,9,1
3,AL,AR,2006,11.30434783,6,1
2,AL,AR,2006,27.14285714,3,1
1,AL,AR,2006,20.66666667,0,1
4,AL,AR,2007,22.39130435,9,1
3,AL,AR,2007,10.65217391,6,1
2,AL,AR,2007,21.64835165,3,1
1,AL,AR,2007,11.88888889,0,1
4,AL,AR,2008,12.7173913,9,1
3,AL,AR,2008,10.54347826,6,1
2,AL,AR,2008,10.21978022,3,1
1,AL,AR,2008,11.42857143,0,1
3,AL,AR,2009,10.65217391,6,1
2,AL,AR,2009,11.0989011,3,1
1,AL,AR,2009,11,0,1
4,AL,AR,2010,10.54347826,9,1
3,AL,AR,2010,20.54347826,6,1
4,AL,AR,2011,11.63043478,9,1
2,AL,AR,2011,10.87912088,3,1
1,AL,AR,2011,10.66666667,0,1
4,AL,AR,2013,22.17391305,9,1
3,AL,AR,2013,12.39130435,6,1
4,AL,AR,2014,23.04347826,9,1
3,AL,AR,2014,24.56521739,6,1
2,AL,AR,2014,27.03296704,3,1
1,AL,AR,2014,25,0,1
4,AL,AR,2015,10.10869565,9,1
3,AL,AR,2015,27.17391304,6,1
2,AL,AR,2015,23.18681319,3,1
1,AL,AR,2015,22.55555555,0,1
4,AL,AZ,1996,141.8478261,9,1
3,AL,AZ,1996,146.6304348,6,1
2,AL,AZ,1996,152.5274725,3,1
1,AL,AZ,1996,122.967033,0,1
4,AL,AZ,1997,186.3043478,9,1
3,AL,AZ,1997,152.1739131,6,1
2,AL,AZ,1997,190.989011,3,1
1,AL,AZ,1997,164.4444445,0,1
4,AL,AZ,1998,193.5869565,9,1
3,AL,AZ,1998,171.8478261,6,1
2,AL,AZ,1998,208.2417582,3,1
1,AL,AZ,1998,181.2222223,0,1
4,AL,AZ,1999,237.7173913,9,1
3,AL,AZ,1999,166.3043479,6,1
2,AL,AZ,1999,244.2857143,3,1
1,AL,AZ,1999,219,0,1
4,AL,AZ,2000,243.2608696,9,1
3,AL,AZ,2000,219.8913043,6,1
2,AL,AZ,2000,254.7252748,3,1
1,AL,AZ,2000,262.6373627,0,1
4,AL,AZ,2001,267.7173913,9,1
3,AL,AZ,2001,212.3913044,6,1
2,AL,AZ,2001,258.021978,3,1
1,AL,AZ,2001,247.3333334,0,1
4,AL,AZ,2002,212.0652174,9,1
3,AL,AZ,2002,182.6086957,6,1
2,AL,AZ,2002,232.9670329,3,1
1,AL,AZ,2002,230.1111111,0,1
4,AL,AZ,2003,271.1956521,9,1
3,AL,AZ,2003,192.7173913,6,1
2,AL,AZ,2003,301.8681319,3,1
1,AL,AZ,2003,256.6666667,0,1
4,AL,AZ,2004,275.5434782,9,1
3,AL,AZ,2004,228.8043479,6,1
2,AL,AZ,2004,302.3076923,3,1
1,AL,AZ,2004,265.9340659,0,1
4,AL,AZ,2005,320.4347826,9,1
3,AL,AZ,2005,281.9565218,6,1
2,AL,AZ,2005,302.0879121,3,1
1,AL,AZ,2005,258.6666667,0,1
4,AL,AZ,2006,315.4347826,9,1
3,AL,AZ,2006,252.2826087,6,1
2,AL,AZ,2006,310.1098901,3,1
1,AL,AZ,2006,314,0,1
4,AL,AZ,2007,287.6086956,9,1
3,AL,AZ,2007,243.4782608,6,1
2,AL,AZ,2007,334.2857143,3,1
1,AL,AZ,2007,312,0,1
4,AL,AZ,2008,248.5869566,9,1
3,AL,AZ,2008,245.326087,6,1
2,AL,AZ,2008,272.1978022,3,1
1,AL,AZ,2008,231.0989011,0,1
4,AL,AZ,2009,268.8043479,9,1
3,AL,AZ,2009,237.6086957,6,1
2,AL,AZ,2009,268.1318682,3,1
1,AL,AZ,2009,257.8888889,0,1
4,AL,AZ,2010,264.8913043,9,1
3,AL,AZ,2010,226.4130435,6,1
2,AL,AZ,2010,265.3846154,3,1
1,AL,AZ,2010,246.8888889,0,1
4,AL,AZ,2011,229.347826,9,1
3,AL,AZ,2011,195.9782609,6,1
2,AL,AZ,2011,256.923077,3,1
1,AL,AZ,2011,370.6666667,0,1
4,AL,AZ,2012,229.673913,9,1
3,AL,AZ,2012,218.0434783,6,1
2,AL,AZ,2012,251.0989011,3,1
1,AL,AZ,2012,222.6373626,0,1
4,AL,AZ,2013,209.0217391,9,1
3,AL,AZ,2013,183.1521739,6,1
2,AL,AZ,2013,231.2087913,3,1
1,AL,AZ,2013,192.7777778,0,1
4,AL,AZ,2014,215.4347826,9,1
3,AL,AZ,2014,191.8478261,6,1
2,AL,AZ,2014,212.8571429,3,1
1,AL,AZ,2014,208.8888889,0,1
4,AL,AZ,2015,233.6956522,9,1
3,AL,AZ,2015,188.4782609,6,1
2,AL,AZ,2015,232.8571429,3,1
1,AL,AZ,2015,195.2222222,0,1
4,AL,CA,1996,657.9347827,9,1
3,AL,CA,1996,733.6956522,6,1
2,AL,CA,1996,593.7362637,3,1
1,AL,CA,1996,488.9010989,0,1
4,AL,CA,1997,682.0652174,9,1
3,AL,CA,1997,803.3695652,6,1
2,AL,CA,1997,742.8571428,3,1
1,AL,CA,1997,601.1111112,0,1
4,AL,CA,1998,745.8695652,9,1
3,AL,CA,1998,819.8913043,6,1
2,AL,CA,1998,827.9120879,3,1
1,AL,CA,1998,633.8888889,0,1
4,AL,CA,1999,845.5434782,9,1
3,AL,CA,1999,837.3913044,6,1
2,AL,CA,1999,888.2417582,3,1
1,AL,CA,1999,663.4444444,0,1
4,AL,CA,2000,853.6956521,9,1
3,AL,CA,2000,1032.826087,6,1
2,AL,CA,2000,980.8791209,3,1
1,AL,CA,2000,768.2417582,0,1
4,AL,CA,2001,761.0869565,9,1
3,AL,CA,2001,951.4130434,6,1
2,AL,CA,2001,999.4505495,3,1
1,AL,CA,2001,740.7777778,0,1
4,AL,CA,2002,795.1086957,9,1
3,AL,CA,2002,885.2173914,6,1
2,AL,CA,2002,837.5824176,3,1
1,AL,CA,2002,695.4444444,0,1
4,AL,CA,2003,700.9782609,9,1
3,AL,CA,2003,744.2391304,6,1
2,AL,CA,2003,800.7692308,3,1
1,AL,CA,2003,683.6666666,0,1
4,AL,CA,2004,809.0217391,9,1
3,AL,CA,2004,854.673913,6,1
2,AL,CA,2004,844.7252747,3,1
1,AL,CA,2004,681.4285714,0,1
4,AL,CA,2005,972.173913,9,1
3,AL,CA,2005,1020.978261,6,1
2,AL,CA,2005,961.4285714,3,1
1,AL,CA,2005,725.7777778,0,1
4,AL,CA,2006,912.3913044,9,1
3,AL,CA,2006,951.4130435,6,1
2,AL,CA,2006,1013.186813,3,1
1,AL,CA,2006,857.4444444,0,1
4,AL,CA,2007,961.5217391,9,1
3,AL,CA,2007,941.1956521,6,1
2,AL,CA,2007,986.4835165,3,1
1,AL,CA,2007,781.4444445,0,1
4,AL,CA,2008,845.9782608,9,1
3,AL,CA,2008,908.4782608,6,1
2,AL,CA,2008,933.7362637,3,1
1,AL,CA,2008,697.3626374,0,1
4,AL,CA,2009,830.5434782,9,1
3,AL,CA,2009,821.5217391,6,1
2,AL,CA,2009,950.2197802,3,1
1,AL,CA,2009,731.1111111,0,1
4,AL,CA,2010,818.8043478,9,1
3,AL,CA,2010,861.0869565,6,1
2,AL,CA,2010,890.4395605,3,1
1,AL,CA,2010,824.8888889,0,1
4,AL,CA,2011,772.5,9,1
3,AL,CA,2011,812.9347827,6,1
2,AL,CA,2011,851.6483516,3,1
1,AL,CA,2011,635.6666667,0,1
4,AL,CA,2012,753.0434782,9,1
3,AL,CA,2012,775.9782609,6,1
2,AL,CA,2012,840.3296703,3,1
1,AL,CA,2012,680.989011,0,1
4,AL,CA,2013,735.326087,9,1
3,AL,CA,2013,704.4565218,6,1
2,AL,CA,2013,763.4065934,3,1
1,AL,CA,2013,601.4444445,0,1
4,AL,CA,2014,756.9565217,9,1
3,AL,CA,2014,765.326087,6,1
2,AL,CA,2014,776.9230769,3,1
1,AL,CA,2014,677.5555556,0,1
4,AL,CA,2015,792.5,9,1
3,AL,CA,2015,766.7391305,6,1
2,AL,CA,2015,791.2087911,3,1
1,AL,CA,2015,678.111111,0,1
4,AL,CO,1996,81.19565218,9,1
3,AL,CO,1996,76.19565217,6,1
2,AL,CO,1996,70.21978022,3,1
1,AL,CO,1996,139.010989,0,1
4,AL,CO,1997,87.82608695,9,1
3,AL,CO,1997,104.673913,6,1
2,AL,CO,1997,93.2967033,3,1
1,AL,CO,1997,126.6666667,0,1
4,AL,CO,1998,113.2608696,9,1
3,AL,CO,1998,117.5,6,1
2,AL,CO,1998,91.42857143,3,1
1,AL,CO,1998,155.7777778,0,1
4,AL,CO,1999,103.0434783,9,1
3,AL,CO,1999,132.3913043,6,1
2,AL,CO,1999,118.2417582,3,1
1,AL,CO,1999,176.7777777,0,1
4,AL,CO,2000,83.91304348,9,1
3,AL,CO,2000,84.67391304,6,1
2,AL,CO,2000,98.02197802,3,1
1,AL,CO,2000,142.0879121,0,1
4,AL,CO,2001,108.8043478,9,1
3,AL,CO,2001,116.0869565,6,1
2,AL,CO,2001,103.0769231,3,1
1,AL,CO,2001,135,0,1
4,AL,CO,2002,128.6956522,9,1
3,AL,CO,2002,155.5434783,6,1
2,AL,CO,2002,134.0659341,3,1
1,AL,CO,2002,136.4444445,0,1
4,AL,CO,2003,97.06521739,9,1
3,AL,CO,2003,85.65217392,6,1
2,AL,CO,2003,95.38461538,3,1
1,AL,CO,2003,144.8888889,0,1
4,AL,CO,2004,54.89130434,9,1
3,AL,CO,2004,58.36956522,6,1
2,AL,CO,2004,58.68131869,3,1
1,AL,CO,2004,133.956044,0,1
4,AL,CO,2005,129.5652174,9,1
3,AL,CO,2005,79.67391305,6,1
2,AL,CO,2005,68.24175824,3,1
1,AL,CO,2005,86.33333334,0,1
4,AL,CO,2006,141.6304348,9,1
3,AL,CO,2006,138.4782609,6,1
2,AL,CO,2006,117.4725275,3,1
1,AL,CO,2006,172.8888888,0,1
4,AL,CO,2007,153.6956522,9,1
3,AL,CO,2007,137.3913044,6,1
2,AL,CO,2007,165.934066,3,1
1,AL,CO,2007,203.3333334,0,1
4,AL,CO,2008,131.5217391,9,1
3,AL,CO,2008,142.1739131,6,1
2,AL,CO,2008,139.3406593,3,1
1,AL,CO,2008,178.6813187,0,1
4,AL,CO,2009,123.3695652,9,1
3,AL,CO,2009,125.8695652,6,1
2,AL,CO,2009,144.945055,3,1
1,AL,CO,2009,163,0,1
4,AL,CO,2010,150.5434783,9,1
3,AL,CO,2010,169.673913,6,1
2,AL,CO,2010,145.1648352,3,1
1,AL,CO,2010,146.8888889,0,1
4,AL,CO,2011,156.6304348,9,1
3,AL,CO,2011,135.5434783,6,1
2,AL,CO,2011,150.5494506,3,1
1,AL,CO,2011,142.3333333,0,1
4,AL,CO,2012,130.9782609,9,1
3,AL,CO,2012,145.326087,6,1
2,AL,CO,2012,145.4945055,3,1
1,AL,CO,2012,142.4175824,0,1
4,AL,CO,2013,129.7826087,9,1
3,AL,CO,2013,132.2826087,6,1
2,AL,CO,2013,148.3516484,3,1
1,AL,CO,2013,150.2222222,0,1
4,AL,CO,2014,137.7173914,9,1
3,AL,CO,2014,142.826087,6,1
2,AL,CO,2014,144.7252747,3,1
1,AL,CO,2014,121.2222222,0,1
4,AL,CO,2015,147.3913044,9,1
3,AL,CO,2015,135.1086957,6,1
2,AL,CO,2015,144.9450549,3,1
1,AL,CO,2015,132.6666666,0,1
4,AL,CT,1996,25.65217391,9,1
3,AL,CT,1996,26.41304348,6,1
2,AL,CT,1996,34.28571429,3,1
1,AL,CT,1996,23.84615385,0,1
4,AL,CT,1997,37.5,9,1
3,AL,CT,1997,29.13043478,6,1
2,AL,CT,1997,34.61538462,3,1
1,AL,CT,1997,25.88888889,0,1
4,AL,CT,1998,33.69565217,9,1
3,AL,CT,1998,36.63043478,6,1
2,AL,CT,1998,36.7032967,3,1
1,AL,CT,1998,29.33333333,0,1
4,AL,CT,1999,62.60869565,9,1
3,AL,CT,1999,54.13043478,6,1
2,AL,CT,1999,44.72527473,3,1
1,AL,CT,1999,28.88888889,0,1
4,AL,CT,2000,71.84782609,9,1
3,AL,CT,2000,67.82608696,6,1
2,AL,CT,2000,67.14285714,3,1
1,AL,CT,2000,47.36263736,0,1
4,AL,CT,2001,65.86956522,9,1
3,AL,CT,2001,66.19565217,6,1
2,AL,CT,2001,69.67032967,3,1
1,AL,CT,2001,49.88888889,0,1
4,AL,CT,2002,65.86956522,9,1
3,AL,CT,2002,60.2173913,6,1
2,AL,CT,2002,64.72527473,3,1
1,AL,CT,2002,43.22222222,0,1
4,AL,CT,2003,62.17391304,9,1
3,AL,CT,2003,63.04347826,6,1
2,AL,CT,2003,64.94505495,3,1
1,AL,CT,2003,51.11111111,0,1
4,AL,CT,2004,68.04347826,9,1
3,AL,CT,2004,67.06521739,6,1
2,AL,CT,2004,61.42857143,3,1
1,AL,CT,2004,44.3956044,0,1
4,AL,CT,2005,93.36956522,9,1
3,AL,CT,2005,97.82608696,6,1
2,AL,CT,2005,93.2967033,3,1
1,AL,CT,2005,58.77777778,0,1
4,AL,CT,2006,62.2826087,9,1
3,AL,CT,2006,58.80434783,6,1
2,AL,CT,2006,76.7032967,3,1
1,AL,CT,2006,74.11111111,0,1
4,AL,CT,2007,57.2826087,9,1
3,AL,CT,2007,61.08695652,6,1
2,AL,CT,2007,64.3956044,3,1
1,AL,CT,2007,58.33333333,0,1
4,AL,CT,2008,84.56521739,9,1
3,AL,CT,2008,86.95652174,6,1
2,AL,CT,2008,77.69230769,3,1
1,AL,CT,2008,51.31868132,0,1
4,AL,CT,2009,53.36956522,9,1
3,AL,CT,2009,54.02173913,6,1
2,AL,CT,2009,74.83516484,3,1
1,AL,CT,2009,57.66666667,0,1
4,AL,CT,2010,53.04347826,9,1
3,AL,CT,2010,60.32608696,6,1
2,AL,CT,2010,54.83516484,3,1
1,AL,CT,2010,44.66666667,0,1
4,AL,CT,2011,39.56521739,9,1
3,AL,CT,2011,46.08695652,6,1
2,AL,CT,2011,49.34065934,3,1
1,AL,CT,2011,40.66666667,0,1
4,AL,CT,2012,41.19565217,9,1
3,AL,CT,2012,38.26086957,6,1
2,AL,CT,2012,36.15384615,3,1
1,AL,CT,2012,32.63736264,0,1
4,AL,CT,2013,48.15217391,9,1
3,AL,CT,2013,37.82608696,6,1
2,AL,CT,2013,44.06593407,3,1
1,AL,CT,2013,30.22222222,0,1
4,AL,CT,2014,41.08695652,9,1
3,AL,CT,2014,34.89130435,6,1
2,AL,CT,2014,41.0989011,3,1
1,AL,CT,2014,30.22222222,0,1
4,AL,CT,2015,45.2173913,9,1
3,AL,CT,2015,40.10869565,6,1
2,AL,CT,2015,35.05494505,3,1
1,AL,CT,2015,28.55555556,0,1
4,AL,DC,1996,900.7608695,9,1
3,AL,DC,1996,929.9999999,6,1
2,AL,DC,1996,993.0769231,3,1
1,AL,DC,1996,738.7912088,0,1
4,AL,DC,1997,1060,9,1
3,AL,DC,1997,1037.282609,6,1
2,AL,DC,1997,1126.373626,3,1
1,AL,DC,1997,834.8888889,0,1
4,AL,DC,1998,1046.956522,9,1
3,AL,DC,1998,1055.543478,6,1
2,AL,DC,1998,1144.945055,3,1
1,AL,DC,1998,985.5555555,0,1
4,AL,DC,1999,1091.630435,9,1
3,AL,DC,1999,1116.086956,6,1
2,AL,DC,1999,1261.978022,3,1
1,AL,DC,1999,1031.111111,0,1
4,AL,DC,2000,1095.869565,9,1
3,AL,DC,2000,1106.956522,6,1
2,AL,DC,2000,1241.098901,3,1
1,AL,DC,2000,979.5604396,0,1
4,AL,DC,2001,846.4130434,9,1
3,AL,DC,2001,967.5,6,1
2,AL,DC,2001,1195.604396,3,1
1,AL,DC,2001,955.7777778,0,1
4,AL,DC,2002,890.7608695,9,1
3,AL,DC,2002,960.4347826,6,1
2,AL,DC,2002,1035.054945,3,1
1,AL,DC,2002,867.4444445,0,1
4,AL,DC,2003,1082.065217,9,1
3,AL,DC,2003,1047.608696,6,1
2,AL,DC,2003,1135.714286,3,1
1,AL,DC,2003,944.3333333,0,1
4,AL,DC,2004,955.7608696,9,1
3,AL,DC,2004,1036.630435,6,1
2,AL,DC,2004,1161.208791,3,1
1,AL,DC,2004,1015.824176,0,1
4,AL,DC,2005,1026.304348,9,1
3,AL,DC,2005,1193.369565,6,1
2,AL,DC,2005,1331.098901,3,1
1,AL,DC,2005,1087.333333,0,1
4,AL,DC,2006,1057.282609,9,1
3,AL,DC,2006,998.2608696,6,1
2,AL,DC,2006,1099.67033,3,1
1,AL,DC,2006,940.3333334,0,1
4,AL,DC,2007,1076.086957,9,1
3,AL,DC,2007,1021.956522,6,1
2,AL,DC,2007,1196.483516,3,1
1,AL,DC,2007,945.4444444,0,1
4,AL,DC,2008,1025.978261,9,1
3,AL,DC,2008,1018.152174,6,1
2,AL,DC,2008,1118.571429,3,1
1,AL,DC,2008,926.5934066,0,1
4,AL,DC,2009,1063.586957,9,1
3,AL,DC,2009,1036.086957,6,1
2,AL,DC,2009,1122.637363,3,1
1,AL,DC,2009,967.4444444,0,1
4,AL,DC,2010,1219.456522,9,1
3,AL,DC,2010,1204.782609,6,1
2,AL,DC,2010,1207.032967,3,1
1,AL,DC,2010,905.8888889,0,1
4,AL,DC,2011,1160.543478,9,1
3,AL,DC,2011,1193.043478,6,1
2,AL,DC,2011,1212.087912,3,1
1,AL,DC,2011,1067.444444,0,1
4,AL,DC,2012,1062.065217,9,1
3,AL,DC,2012,1123.043478,6,1
2,AL,DC,2012,1224.615385,3,1
1,AL,DC,2012,999.4505494,0,1
4,AL,DC,2013,984.4565218,9,1
3,AL,DC,2013,978.6956522,6,1
2,AL,DC,2013,1021.208791,3,1
1,AL,DC,2013,906.7777777,0,1
4,AL,DC,2014,1012.282609,9,1
3,AL,DC,2014,969.3478261,6,1
2,AL,DC,2014,1054.065934,3,1
1,AL,DC,2014,839.2222223,0,1
4,AL,DC,2015,990.6521739,9,1
3,AL,DC,2015,941.8478261,6,1
2,AL,DC,2015,1035.054945,3,1
1,AL,DC,2015,869.1111112,0,1
4,AL,FL,1996,962.826087,9,1
3,AL,FL,1996,940.7608695,6,1
2,AL,FL,1996,973.0769231,3,1
1,AL,FL,1996,697.3626374,0,1
4,AL,FL,1997,1151.195652,9,1
3,AL,FL,1997,1153.26087,6,1
2,AL,FL,1997,1304.175824,3,1
1,AL,FL,1997,1019.777778,0,1
4,AL,FL,1998,1220.978261,9,1
3,AL,FL,1998,1155.76087,6,1
2,AL,FL,1998,1317.692308,3,1
1,AL,FL,1998,1245.555556,0,1
4,AL,FL,1999,1215.108696,9,1
3,AL,FL,1999,1182.391304,6,1
2,AL,FL,1999,1283.076923,3,1
1,AL,FL,1999,1209.888889,0,1
4,AL,FL,2000,1412.391304,9,1
3,AL,FL,2000,1294.782609,6,1
2,AL,FL,2000,1428.681319,3,1
1,AL,FL,2000,1238.351648,0,1
4,AL,FL,2001,1076.304348,9,1
3,AL,FL,2001,1132.826087,6,1
2,AL,FL,2001,1444.285714,3,1
1,AL,FL,2001,1438.666667,0,1
4,AL,FL,2002,1204.565217,9,1
3,AL,FL,2002,1135.869565,6,1
2,AL,FL,2002,1266.923077,3,1
1,AL,FL,2002,1087.666667,0,1
4,AL,FL,2003,1166.956522,9,1
3,AL,FL,2003,1035.108696,6,1
2,AL,FL,2003,1200.879121,3,1
1,AL,FL,2003,1221.888889,0,1
4,AL,FL,2004,1238.26087,9,1
3,AL,FL,2004,1048.913044,6,1
2,AL,FL,2004,1232.857143,3,1
1,AL,FL,2004,1187.582418,0,1
4,AL,FL,2005,1182.826087,9,1
3,AL,FL,2005,1129.130435,6,1
2,AL,FL,2005,1339.89011,3,1
1,AL,FL,2005,1183.888889,0,1
4,AL,FL,2006,1169.347826,9,1
3,AL,FL,2006,1163.913043,6,1
2,AL,FL,2006,1377.692308,3,1
1,AL,FL,2006,1252.666667,0,1
4,AL,FL,2007,1299.565218,9,1
3,AL,FL,2007,1262.391304,6,1
2,AL,FL,2007,1307.472527,3,1
1,AL,FL,2007,1171.555556,0,1
4,AL,FL,2008,1324.891304,9,1
3,AL,FL,2008,1227.826087,6,1
2,AL,FL,2008,1560.43956,3,1
1,AL,FL,2008,1267.032967,0,1
4,AL,FL,2009,1125.326087,9,1
3,AL,FL,2009,1016.521739,6,1
2,AL,FL,2009,1218.571428,3,1
1,AL,FL,2009,1184.111111,0,1
4,AL,FL,2010,1361.086957,9,1
3,AL,FL,2010,1162.391304,6,1
2,AL,FL,2010,1199.78022,3,1
1,AL,FL,2010,1062.555556,0,1
4,AL,FL,2011,1300.326087,9,1
3,AL,FL,2011,1116.521739,6,1
2,AL,FL,2011,1252.417583,3,1
1,AL,FL,2011,1188.111111,0,1
4,AL,FL,2012,1230.434783,9,1
3,AL,FL,2012,1145.760869,6,1
2,AL,FL,2012,1349.67033,3,1
1,AL,FL,2012,1304.615385,0,1
4,AL,FL,2013,1156.630435,9,1
3,AL,FL,2013,932.5000001,6,1
2,AL,FL,2013,1242.197802,3,1
1,AL,FL,2013,1305.111111,0,1
4,AL,FL,2014,1165.217391,9,1
3,AL,FL,2014,1018.804348,6,1
2,AL,FL,2014,1138.351648,3,1
1,AL,FL,2014,1112,0,1
4,AL,FL,2015,1255.434783,9,1
3,AL,FL,2015,998.9130434,6,1
2,AL,FL,2015,1191.318681,3,1
1,AL,FL,2015,1216.444444,0,1
4,AL,GA,1996,22.60869565,9,1
3,AL,GA,1996,10.86956522,6,1
2,AL,GA,1996,25.05494506,3,1
1,AL,GA,1996,11.42857143,0,1
4,AL,GA,1997,13.04347826,9,1
3,AL,GA,1997,23.36956522,6,1
2,AL,GA,1997,25.27472528,3,1
1,AL,GA,1997,14.11111111,0,1
4,AL,GA,1998,21.08695652,9,1
3,AL,GA,1998,23.15217391,6,1
2,AL,GA,1998,24.61538462,3,1
1,AL,GA,1998,24.77777778,0,1
3,AL,GA,1999,10.43478261,6,1
2,AL,GA,1999,22.1978022,3,1
1,AL,GA,1999,21.44444444,0,1
4,AL,GA,2000,14.7826087,9,1
3,AL,GA,2000,24.02173913,6,1
2,AL,GA,2000,23.84615385,3,1
2,AL,GA,2001,24.17582418,3,1
1,AL,GA,2001,13.88888889,0,1
4,AL,GA,2002,10.54347826,9,1
2,AL,GA,2002,22.63736264,3,1
4,AL,GA,2003,11.30434783,9,1
2,AL,GA,2003,12.41758242,3,1
1,AL,GA,2003,10.77777778,0,1
4,AL,GA,2004,10.86956522,9,1
2,AL,GA,2004,10.54945055,3,1
4,AL,GA,2005,14.34782609,9,1
3,AL,GA,2005,10.32608696,6,1
2,AL,GA,2005,21.53846154,3,1
1,AL,GA,2005,15.77777778,0,1
2,AL,GA,2006,12.63736264,3,1
1,AL,GA,2006,11,0,1
4,AL,GA,2007,17.39130435,9,1
3,AL,GA,2007,19.45652174,6,1
2,AL,GA,2007,12.74725275,3,1
4,AL,GA,2008,12.17391304,9,1
3,AL,GA,2008,11.63043478,6,1
2,AL,GA,2008,13.95604396,3,1
2,AL,GA,2009,10.21978022,3,1
1,AL,GA,2009,10.88888889,0,1
4,AL,GA,2010,13.80434783,9,1
3,AL,GA,2010,13.15217391,6,1
2,AL,GA,2010,14.72527473,3,1
1,AL,GA,2010,10.11111111,0,1
4,AL,GA,2011,11.84782609,9,1
2,AL,GA,2011,11.86813187,3,1
1,AL,GA,2011,10.11111111,0,1
4,AL,GA,2012,13.47826087,9,1
3,AL,GA,2012,24.45652174,6,1
2,AL,GA,2012,15.49450549,3,1
1,AL,GA,2012,15.93406593,0,1
4,AL,GA,2013,12.7173913,9,1
3,AL,GA,2013,14.7826087,6,1
2,AL,GA,2013,15.38461538,3,1
1,AL,GA,2013,14,0,1
4,AL,GA,2014,23.69565217,9,1
3,AL,GA,2014,11.73913043,6,1
2,AL,GA,2014,13.73626374,3,1
1,AL,GA,2014,11,0,1
4,AL,GA,2015,12.39130435,9,1
3,AL,GA,2015,13.26086957,6,1
2,AL,GA,2015,10.98901099,3,1
1,AL,GA,2015,12.11111111,0,1
3,AL,IA,1998,10.65217391,6,1
2,AL,IA,1998,10.54945055,3,1
3,AL,IA,1999,11.41304348,6,1
2,AL,IA,1999,13.95604396,3,1
4,AL,IA,2000,13.80434783,9,1
3,AL,IA,2000,11.30434783,6,1
2,AL,IA,2000,13.73626374,3,1
4,AL,IA,2001,11.19565217,9,1
2,AL,IA,2001,11.0989011,3,1
4,AL,IA,2002,10.43478261,9,1
2,AL,IA,2002,12.30769231,3,1
4,AL,IA,2003,13.47826087,9,1
3,AL,IA,2003,10.65217391,6,1
2,AL,IA,2003,10.32967033,3,1
4,AL,IA,2004,13.69565217,9,1
3,AL,IA,2004,10.76086957,6,1
2,AL,IA,2004,11.53846154,3,1
4,AL,IA,2005,10.97826087,9,1
3,AL,IA,2005,10.76086957,6,1
2,AL,IA,2005,14.61538462,3,1
1,AL,IA,2005,10.55555556,0,1
4,AL,IA,2006,11.08695652,9,1
2,AL,IA,2006,13.62637363,3,1
1,AL,IA,2006,10.55555556,0,1
4,AL,IA,2007,11.41304348,9,1
2,AL,IA,2007,13.62637363,3,1
4,AL,IA,2008,10.32608696,9,1
3,AL,IA,2008,10.2173913,6,1
2,AL,IA,2009,10.98901099,3,1
3,AL,IA,2011,10.32608696,6,1
2,AL,IA,2011,10.10989011,3,1
4,AL,IA,2012,14.13043478,9,1
3,AL,IA,2012,10.97826087,6,1
2,AL,IA,2012,13.62637363,3,1
4,AL,IA,2013,10.54347826,9,1
3,AL,IA,2013,11.19565217,6,1
2,AL,IA,2013,17.03296703,3,1
4,AL,IA,2014,13.15217391,9,1
3,AL,IA,2014,11.30434783,6,1
2,AL,IA,2014,14.17582418,3,1
4,AL,IA,2015,17.2826087,9,1
3,AL,IA,2015,12.5,6,1
2,AL,IA,2015,16.04395604,3,1
1,AL,IA,2015,11.11111111,0,1
2,AL,ID,2001,12.08791209,3,1
