Quarter,State-from,State-to,Year,Passengers,Month,Day
4,IL,NV,2011,3251.73913,9,1
3,IL,NV,2011,3618.369565,6,1
2,IL,NV,2011,3483.296704,3,1
1,IL,NV,2011,2984.555555,0,1
4,IL,NV,2012,3170.543478,9,1
3,IL,NV,2012,3580.543478,6,1
2,IL,NV,2012,3741.538462,3,1
1,IL,NV,2012,3539.010989,0,1
4,IL,NV,2013,3026.630435,9,1
3,IL,NV,2013,3410.434783,6,1
2,IL,NV,2013,3828.461539,3,1
1,IL,NV,2013,3210,0,1
4,IL,NV,2014,3021.956522,9,1
3,IL,NV,2014,3368.260869,6,1
2,IL,NV,2014,3604.725275,3,1
1,IL,NV,2014,3030.444444,0,1
4,IL,NV,2015,3693.695652,9,1
3,IL,NV,2015,4119.130435,6,1
2,IL,NV,2015,4408.681319,3,1
1,IL,NV,2015,3517.666667,0,1
4,IL,NY,1996,8083.152174,9,1
3,IL,NY,1996,8874.673913,6,1
2,IL,NY,1996,9065.054945,3,1
1,IL,NY,1996,6762.087912,0,1
4,IL,NY,1997,8595,9,1
3,IL,NY,1997,8756.086956,6,1
2,IL,NY,1997,9222.747253,3,1
1,IL,NY,1997,6872,0,1
4,IL,NY,1998,8766.413044,9,1
3,IL,NY,1998,8956.195652,6,1
2,IL,NY,1998,9020,3,1
1,IL,NY,1998,6893.888889,0,1
4,IL,NY,1999,8889.891305,9,1
3,IL,NY,1999,8859.565218,6,1
2,IL,NY,1999,9160.65934,3,1
1,IL,NY,1999,7074.777778,0,1
4,IL,NY,2000,8877.282609,9,1
3,IL,NY,2000,9233.478261,6,1
2,IL,NY,2000,9419.34066,3,1
1,IL,NY,2000,7179.340659,0,1
4,IL,NY,2001,7524.347826,9,1
3,IL,NY,2001,7747.608696,6,1
2,IL,NY,2001,9079.78022,3,1
1,IL,NY,2001,7051.777778,0,1
4,IL,NY,2002,8875.869565,9,1
3,IL,NY,2002,8738.478261,6,1
2,IL,NY,2002,8899.780219,3,1
1,IL,NY,2002,6509.666666,0,1
4,IL,NY,2003,8511.521739,9,1
3,IL,NY,2003,8288.695652,6,1
2,IL,NY,2003,8996.703297,3,1
1,IL,NY,2003,6543.777778,0,1
4,IL,NY,2004,9306.956522,9,1
3,IL,NY,2004,9549.130435,6,1
2,IL,NY,2004,9449.23077,3,1
1,IL,NY,2004,6832.527473,0,1
4,IL,NY,2005,9831.413044,9,1
3,IL,NY,2005,9790.326087,6,1
2,IL,NY,2005,9837.252748,3,1
1,IL,NY,2005,7322,0,1
4,IL,NY,2006,10684.02174,9,1
3,IL,NY,2006,11016.63044,6,1
2,IL,NY,2006,11279.34066,3,1
1,IL,NY,2006,8040.777777,0,1
4,IL,NY,2007,10858.47826,9,1
3,IL,NY,2007,11640.97826,6,1
2,IL,NY,2007,11890.54945,3,1
1,IL,NY,2007,8011.666666,0,1
4,IL,NY,2008,8666.413043,9,1
3,IL,NY,2008,9804.891304,6,1
2,IL,NY,2008,10486.48352,3,1
1,IL,NY,2008,7917.362637,0,1
4,IL,NY,2009,9343.695652,9,1
3,IL,NY,2009,9997.065217,6,1
2,IL,NY,2009,8972.527473,3,1
1,IL,NY,2009,6495.111111,0,1
4,IL,NY,2010,9737.5,9,1
3,IL,NY,2010,10434.56522,6,1
2,IL,NY,2010,10448.68132,3,1
1,IL,NY,2010,7603.888889,0,1
4,IL,NY,2011,10671.19565,9,1
3,IL,NY,2011,10766.63044,6,1
2,IL,NY,2011,10879.67033,3,1
1,IL,NY,2011,7312.222223,0,1
4,IL,NY,2012,10150.65217,9,1
3,IL,NY,2012,10889.02174,6,1
2,IL,NY,2012,11042.1978,3,1
1,IL,NY,2012,8464.945054,0,1
4,IL,NY,2013,10212.17391,9,1
3,IL,NY,2013,10641.19565,6,1
2,IL,NY,2013,11204.72527,3,1
1,IL,NY,2013,8473.888889,0,1
4,IL,NY,2014,10761.73913,9,1
3,IL,NY,2014,10745.43478,6,1
2,IL,NY,2014,11202.08791,3,1
1,IL,NY,2014,7882.666667,0,1
4,IL,NY,2015,11462.28261,9,1
3,IL,NY,2015,12125.43478,6,1
2,IL,NY,2015,11889.01099,3,1
1,IL,NY,2015,8364.333333,0,1
4,IL,OH,1996,3534.673913,9,1
3,IL,OH,1996,3617.934783,6,1
2,IL,OH,1996,4230.659341,3,1
1,IL,OH,1996,3097.032967,0,1
4,IL,OH,1997,3716.956522,9,1
3,IL,OH,1997,4060.869566,6,1
2,IL,OH,1997,4209.450549,3,1
1,IL,OH,1997,3041.555556,0,1
4,IL,OH,1998,4062.717391,9,1
3,IL,OH,1998,4195.000001,6,1
2,IL,OH,1998,4289.340659,3,1
1,IL,OH,1998,3437.666666,0,1
4,IL,OH,1999,3885.97826,9,1
3,IL,OH,1999,4272.173913,6,1
2,IL,OH,1999,4484.945055,3,1
1,IL,OH,1999,3832.777777,0,1
4,IL,OH,2000,3728.152174,9,1
3,IL,OH,2000,3972.282608,6,1
2,IL,OH,2000,4338.131869,3,1
1,IL,OH,2000,3583.406594,0,1
4,IL,OH,2001,2711.413044,9,1
3,IL,OH,2001,3604.23913,6,1
2,IL,OH,2001,4036.043956,3,1
1,IL,OH,2001,3688.666666,0,1
4,IL,OH,2002,3813.478261,9,1
3,IL,OH,2002,3572.391304,6,1
2,IL,OH,2002,3762.087912,3,1
1,IL,OH,2002,2886.888889,0,1
4,IL,OH,2003,3935.434783,9,1
3,IL,OH,2003,3764.130434,6,1
2,IL,OH,2003,3707.142857,3,1
1,IL,OH,2003,3299.666666,0,1
4,IL,OH,2004,3930.434783,9,1
3,IL,OH,2004,4059.565217,6,1
2,IL,OH,2004,3966.703297,3,1
1,IL,OH,2004,3404.065934,0,1
4,IL,OH,2005,4002.173914,9,1
3,IL,OH,2005,3818.043479,6,1
2,IL,OH,2005,3918.681319,3,1
1,IL,OH,2005,3183.777778,0,1
4,IL,OH,2006,4127.282609,9,1
3,IL,OH,2006,4195.217391,6,1
2,IL,OH,2006,4462.417583,3,1
1,IL,OH,2006,3716.555555,0,1
4,IL,OH,2007,3388.586957,9,1
3,IL,OH,2007,3528.695653,6,1
2,IL,OH,2007,3679.34066,3,1
1,IL,OH,2007,3491.111111,0,1
4,IL,OH,2008,3105.978261,9,1
3,IL,OH,2008,3352.934782,6,1
2,IL,OH,2008,3595.274725,3,1
1,IL,OH,2008,2875.934066,0,1
4,IL,OH,2009,2896.847827,9,1
3,IL,OH,2009,3115,6,1
2,IL,OH,2009,3170.32967,3,1
1,IL,OH,2009,2592.555556,0,1
4,IL,OH,2010,3027.282608,9,1
3,IL,OH,2010,3127.934783,6,1
2,IL,OH,2010,3106.813187,3,1
1,IL,OH,2010,2530.222222,0,1
4,IL,OH,2011,2897.5,9,1
3,IL,OH,2011,3010.434782,6,1
2,IL,OH,2011,3012.197802,3,1
1,IL,OH,2011,2488.555555,0,1
4,IL,OH,2012,3043.152174,9,1
3,IL,OH,2012,2967.391304,6,1
2,IL,OH,2012,3060.549451,3,1
1,IL,OH,2012,2614.285715,0,1
4,IL,OH,2013,2879.456522,9,1
3,IL,OH,2013,2917.608695,6,1
2,IL,OH,2013,3123.186812,3,1
1,IL,OH,2013,2646.777777,0,1
4,IL,OH,2014,2772.934782,9,1
3,IL,OH,2014,2815.76087,6,1
2,IL,OH,2014,2848.681319,3,1
1,IL,OH,2014,2330.555555,0,1
4,IL,OH,2015,2896.086957,9,1
3,IL,OH,2015,2944.347826,6,1
2,IL,OH,2015,3048.241758,3,1
1,IL,OH,2015,2473.777778,0,1
4,IL,OK,1996,780.9782609,9,1
3,IL,OK,1996,800.5434782,6,1
2,IL,OK,1996,706.1538462,3,1
1,IL,OK,1996,532.6373627,0,1
4,IL,OK,1997,709.673913,9,1
3,IL,OK,1997,752.826087,6,1
2,IL,OK,1997,715.1648352,3,1
1,IL,OK,1997,580.8888889,0,1
4,IL,OK,1998,684.5652174,9,1
3,IL,OK,1998,721.6304348,6,1
2,IL,OK,1998,738.3516484,3,1
1,IL,OK,1998,583.7777778,0,1
4,IL,OK,1999,687.0652173,9,1
3,IL,OK,1999,679.4565217,6,1
2,IL,OK,1999,695.934066,3,1
1,IL,OK,1999,524.1111111,0,1
4,IL,OK,2000,586.7391305,9,1
3,IL,OK,2000,661.6304347,6,1
2,IL,OK,2000,725.1648351,3,1
1,IL,OK,2000,528.5714286,0,1
4,IL,OK,2001,476.8478261,9,1
3,IL,OK,2001,581.6304348,6,1
2,IL,OK,2001,637.3626374,3,1
1,IL,OK,2001,486.8888889,0,1
4,IL,OK,2002,449.1304348,9,1
3,IL,OK,2002,476.5217391,6,1
2,IL,OK,2002,465.9340659,3,1
1,IL,OK,2002,349.3333333,0,1
4,IL,OK,2003,401.3043479,9,1
3,IL,OK,2003,446.7391304,6,1
2,IL,OK,2003,454.1758241,3,1
1,IL,OK,2003,358.7777778,0,1
4,IL,OK,2004,545.8695652,9,1
3,IL,OK,2004,543.5869566,6,1
2,IL,OK,2004,470.5494506,3,1
1,IL,OK,2004,333.0769231,0,1
4,IL,OK,2005,615.9782609,9,1
3,IL,OK,2005,599.673913,6,1
2,IL,OK,2005,673.5164835,3,1
1,IL,OK,2005,492.2222222,0,1
4,IL,OK,2006,589.1304348,9,1
3,IL,OK,2006,590,6,1
2,IL,OK,2006,582.6373626,3,1
1,IL,OK,2006,473.6666666,0,1
4,IL,OK,2007,606.3043478,9,1
3,IL,OK,2007,618.2608696,6,1
2,IL,OK,2007,624.7252747,3,1
1,IL,OK,2007,474.8888889,0,1
4,IL,OK,2008,545.6521739,9,1
3,IL,OK,2008,630.6521739,6,1
2,IL,OK,2008,710.5494506,3,1
1,IL,OK,2008,518.6813187,0,1
4,IL,OK,2009,497.8260869,9,1
3,IL,OK,2009,557.2826087,6,1
2,IL,OK,2009,493.6263737,3,1
1,IL,OK,2009,406.3333333,0,1
4,IL,OK,2010,546.5217391,9,1
3,IL,OK,2010,563.4782609,6,1
2,IL,OK,2010,573.6263736,3,1
1,IL,OK,2010,382,0,1
4,IL,OK,2011,513.6956522,9,1
3,IL,OK,2011,574.4565218,6,1
2,IL,OK,2011,566.1538461,3,1
1,IL,OK,2011,384.3333333,0,1
4,IL,OK,2012,532.6086956,9,1
3,IL,OK,2012,556.7391305,6,1
2,IL,OK,2012,534.7252748,3,1
1,IL,OK,2012,413.8461538,0,1
4,IL,OK,2013,631.4130435,9,1
3,IL,OK,2013,639.1304348,6,1
2,IL,OK,2013,626.9230769,3,1
1,IL,OK,2013,423.7777778,0,1
4,IL,OK,2014,615.6521739,9,1
3,IL,OK,2014,658.0434783,6,1
2,IL,OK,2014,656.5934066,3,1
1,IL,OK,2014,519,0,1
4,IL,OK,2015,610.9782609,9,1
3,IL,OK,2015,608.8043479,6,1
2,IL,OK,2015,638.5714286,3,1
1,IL,OK,2015,479.8888889,0,1
4,IL,OR,1996,561.9565217,9,1
3,IL,OR,1996,681.7391304,6,1
2,IL,OR,1996,617.0329671,3,1
1,IL,OR,1996,438.9010989,0,1
4,IL,OR,1997,585.2173914,9,1
3,IL,OR,1997,790.326087,6,1
2,IL,OR,1997,683.956044,3,1
1,IL,OR,1997,445.5555556,0,1
4,IL,OR,1998,645.2173913,9,1
3,IL,OR,1998,820.5434783,6,1
2,IL,OR,1998,696.3736263,3,1
1,IL,OR,1998,456.4444445,0,1
4,IL,OR,1999,705.6521739,9,1
3,IL,OR,1999,835.9782608,6,1
2,IL,OR,1999,691.7582418,3,1
1,IL,OR,1999,466.2222222,0,1
4,IL,OR,2000,718.0434783,9,1
3,IL,OR,2000,849.3478261,6,1
2,IL,OR,2000,775.6043956,3,1
1,IL,OR,2000,499.7802197,0,1
4,IL,OR,2001,592.826087,9,1
3,IL,OR,2001,829.1304348,6,1
2,IL,OR,2001,795.7142857,3,1
1,IL,OR,2001,521,0,1
4,IL,OR,2002,648.8043479,9,1
3,IL,OR,2002,808.9130435,6,1
2,IL,OR,2002,636.7032967,3,1
1,IL,OR,2002,396.8888889,0,1
4,IL,OR,2003,659.3478261,9,1
3,IL,OR,2003,874.4565217,6,1
2,IL,OR,2003,720.1098901,3,1
1,IL,OR,2003,465.1111111,0,1
4,IL,OR,2004,758.5869565,9,1
3,IL,OR,2004,966.9565217,6,1
2,IL,OR,2004,840.1098901,3,1
1,IL,OR,2004,484.3956044,0,1
4,IL,OR,2005,826.9565218,9,1
3,IL,OR,2005,1038.913044,6,1
2,IL,OR,2005,893.5164836,3,1
1,IL,OR,2005,530.2222222,0,1
4,IL,OR,2006,891.6304348,9,1
3,IL,OR,2006,1108.260869,6,1
2,IL,OR,2006,890.989011,3,1
1,IL,OR,2006,585,0,1
4,IL,OR,2007,883.9130435,9,1
3,IL,OR,2007,1123.369565,6,1
2,IL,OR,2007,984.945055,3,1
1,IL,OR,2007,655.8888889,0,1
4,IL,OR,2008,814.4565218,9,1
3,IL,OR,2008,1033.695652,6,1
2,IL,OR,2008,1002.307692,3,1
1,IL,OR,2008,608.4615385,0,1
4,IL,OR,2009,758.6956522,9,1
3,IL,OR,2009,978.2608696,6,1
2,IL,OR,2009,815.7142857,3,1
1,IL,OR,2009,531.6666666,0,1
4,IL,OR,2010,854.673913,9,1
3,IL,OR,2010,1031.304348,6,1
2,IL,OR,2010,865.054945,3,1
1,IL,OR,2010,589.8888889,0,1
4,IL,OR,2011,882.9347826,9,1
3,IL,OR,2011,1066.847826,6,1
2,IL,OR,2011,875.2747253,3,1
1,IL,OR,2011,533.3333333,0,1
4,IL,OR,2012,820.1086956,9,1
3,IL,OR,2012,1049.130435,6,1
2,IL,OR,2012,864.7252747,3,1
1,IL,OR,2012,548.1318682,0,1
4,IL,OR,2013,908.0434782,9,1
3,IL,OR,2013,1177.934782,6,1
2,IL,OR,2013,958.3516483,3,1
1,IL,OR,2013,609.4444445,0,1
4,IL,OR,2014,943.2608696,9,1
3,IL,OR,2014,1325.217392,6,1
2,IL,OR,2014,1029.450549,3,1
1,IL,OR,2014,643.3333333,0,1
4,IL,OR,2015,1145.869565,9,1
3,IL,OR,2015,1496.304348,6,1
2,IL,OR,2015,1172.527473,3,1
1,IL,OR,2015,634.3333334,0,1
4,IL,PA,1996,2782.934783,9,1
3,IL,PA,1996,2633.47826,6,1
2,IL,PA,1996,2836.703297,3,1
1,IL,PA,1996,2190.43956,0,1
4,IL,PA,1997,2901.52174,9,1
3,IL,PA,1997,2924.23913,6,1
2,IL,PA,1997,3101.648352,3,1
1,IL,PA,1997,2329.888889,0,1
4,IL,PA,1998,3111.521739,9,1
3,IL,PA,1998,3093.695652,6,1
2,IL,PA,1998,3109.120879,3,1
1,IL,PA,1998,2422.222223,0,1
4,IL,PA,1999,3504.891304,9,1
3,IL,PA,1999,3411.304347,6,1
2,IL,PA,1999,3429.340659,3,1
1,IL,PA,1999,2444.888889,0,1
4,IL,PA,2000,3458.369565,9,1
3,IL,PA,2000,3597.065218,6,1
2,IL,PA,2000,3930.43956,3,1
1,IL,PA,2000,2760.10989,0,1
4,IL,PA,2001,2916.739131,9,1
3,IL,PA,2001,2969.673913,6,1
2,IL,PA,2001,3610.87912,3,1
1,IL,PA,2001,2645,0,1
4,IL,PA,2002,3212.5,9,1
3,IL,PA,2002,3638.804347,6,1
2,IL,PA,2002,3562.197802,3,1
1,IL,PA,2002,2455.444444,0,1
4,IL,PA,2003,3075.326087,9,1
3,IL,PA,2003,3181.413043,6,1
2,IL,PA,2003,3168.131868,3,1
1,IL,PA,2003,2462.555556,0,1
4,IL,PA,2004,4123.804348,9,1
3,IL,PA,2004,4378.913043,6,1
2,IL,PA,2004,3984.615385,3,1
1,IL,PA,2004,2609.89011,0,1
4,IL,PA,2005,4364.565217,9,1
3,IL,PA,2005,4590.326087,6,1
2,IL,PA,2005,4407.252747,3,1
1,IL,PA,2005,2981.888889,0,1
4,IL,PA,2006,4502.173913,9,1
3,IL,PA,2006,4720.108696,6,1
2,IL,PA,2006,4755.164835,3,1
1,IL,PA,2006,3517,0,1
4,IL,PA,2007,4408.804347,9,1
3,IL,PA,2007,4753.804348,6,1
2,IL,PA,2007,4717.142858,3,1
1,IL,PA,2007,3478.888889,0,1
4,IL,PA,2008,4190.97826,9,1
3,IL,PA,2008,4613.369564,6,1
2,IL,PA,2008,4737.362637,3,1
1,IL,PA,2008,3426.703297,0,1
4,IL,PA,2009,3891.086956,9,1
3,IL,PA,2009,4148.369565,6,1
2,IL,PA,2009,4212.307692,3,1
1,IL,PA,2009,3097.222222,0,1
4,IL,PA,2010,4000.869565,9,1
3,IL,PA,2010,4186.52174,6,1
2,IL,PA,2010,4160.54945,3,1
1,IL,PA,2010,2954.111111,0,1
4,IL,PA,2011,3715.326086,9,1
3,IL,PA,2011,3764.673913,6,1
2,IL,PA,2011,3859.560439,3,1
1,IL,PA,2011,3011.111111,0,1
4,IL,PA,2012,3931.195653,9,1
3,IL,PA,2012,4045.652174,6,1
2,IL,PA,2012,3980.54945,3,1
1,IL,PA,2012,2962.527473,0,1
4,IL,PA,2013,3526.73913,9,1
3,IL,PA,2013,3716.73913,6,1
2,IL,PA,2013,4144.285714,3,1
1,IL,PA,2013,3065.333333,0,1
4,IL,PA,2014,3828.804348,9,1
3,IL,PA,2014,3900.543479,6,1
2,IL,PA,2014,4017.912088,3,1
1,IL,PA,2014,2879.333333,0,1
4,IL,PA,2015,4203.913044,9,1
3,IL,PA,2015,4673.260869,6,1
2,IL,PA,2015,4325.714285,3,1
1,IL,PA,2015,3124.555556,0,1
4,IL,SC,1996,556.6304348,9,1
3,IL,SC,1996,535.326087,6,1
2,IL,SC,1996,443.7362638,3,1
1,IL,SC,1996,253.4065934,0,1
4,IL,SC,1997,434.0217392,9,1
3,IL,SC,1997,387.0652173,6,1
2,IL,SC,1997,577.8021978,3,1
1,IL,SC,1997,434.2222222,0,1
4,IL,SC,1998,425.8695652,9,1
3,IL,SC,1998,541.9565218,6,1
2,IL,SC,1998,554.5054945,3,1
1,IL,SC,1998,360.5555556,0,1
4,IL,SC,1999,504.4565218,9,1
3,IL,SC,1999,547.5,6,1
2,IL,SC,1999,533.2967034,3,1
1,IL,SC,1999,355.7777778,0,1
4,IL,SC,2000,478.6956522,9,1
3,IL,SC,2000,626.6304347,6,1
2,IL,SC,2000,760.3296703,3,1
1,IL,SC,2000,404.2857143,0,1
4,IL,SC,2001,332.826087,9,1
3,IL,SC,2001,472.2826087,6,1
2,IL,SC,2001,636.5934066,3,1
1,IL,SC,2001,410.4444445,0,1
4,IL,SC,2002,303.4782609,9,1
3,IL,SC,2002,491.8478261,6,1
2,IL,SC,2002,503.4065935,3,1
1,IL,SC,2002,275.4444444,0,1
4,IL,SC,2003,266.4130435,9,1
3,IL,SC,2003,367.2826087,6,1
2,IL,SC,2003,371.8681319,3,1
1,IL,SC,2003,233.1111111,0,1
4,IL,SC,2004,394.2391304,9,1
3,IL,SC,2004,496.7391304,6,1
2,IL,SC,2004,429.010989,3,1
1,IL,SC,2004,220.8791209,0,1
4,IL,SC,2005,463.0434783,9,1
3,IL,SC,2005,511.3043478,6,1
2,IL,SC,2005,585.8241759,3,1
1,IL,SC,2005,370.4444445,0,1
4,IL,SC,2006,455.1086956,9,1
3,IL,SC,2006,490.8695652,6,1
2,IL,SC,2006,566.5934065,3,1
1,IL,SC,2006,372.6666667,0,1
4,IL,SC,2007,366.1956522,9,1
3,IL,SC,2007,448.1521738,6,1
2,IL,SC,2007,518.2417582,3,1
1,IL,SC,2007,337,0,1
4,IL,SC,2008,289.3478261,9,1
3,IL,SC,2008,330.2173913,6,1
2,IL,SC,2008,368.3516483,3,1
1,IL,SC,2008,238.5714286,0,1
4,IL,SC,2009,296.1956522,9,1
3,IL,SC,2009,481.3043478,6,1
2,IL,SC,2009,426.3736263,3,1
1,IL,SC,2009,249.2222222,0,1
4,IL,SC,2010,338.8043478,9,1
3,IL,SC,2010,494.2391305,6,1
2,IL,SC,2010,498.021978,3,1
1,IL,SC,2010,235.3333333,0,1
4,IL,SC,2011,500.9782609,9,1
3,IL,SC,2011,711.5217391,6,1
2,IL,SC,2011,700,3,1
1,IL,SC,2011,302.5555555,0,1
4,IL,SC,2012,533.8043478,9,1
3,IL,SC,2012,667.1739131,6,1
2,IL,SC,2012,739.5604396,3,1
1,IL,SC,2012,448.5714286,0,1
4,IL,SC,2013,528.2608696,9,1
3,IL,SC,2013,690,6,1
2,IL,SC,2013,676.1538462,3,1
1,IL,SC,2013,403.8888889,0,1
4,IL,SC,2014,524.4565218,9,1
3,IL,SC,2014,729.6739131,6,1
2,IL,SC,2014,798.4615384,3,1
1,IL,SC,2014,436.5555556,0,1
4,IL,SC,2015,520,9,1
3,IL,SC,2015,717.173913,6,1
2,IL,SC,2015,744.5054945,3,1
1,IL,SC,2015,437.8888889,0,1
4,IL,SD,1996,107.9347826,9,1
3,IL,SD,1996,128.8043478,6,1
2,IL,SD,1996,129.5604396,3,1
1,IL,SD,1996,97.80219781,0,1
4,IL,SD,1997,73.15217391,9,1
3,IL,SD,1997,91.41304347,6,1
2,IL,SD,1997,122.8571429,3,1
1,IL,SD,1997,81.11111111,0,1
4,IL,SD,1998,77.7173913,9,1
3,IL,SD,1998,82.2826087,6,1
2,IL,SD,1998,73.07692308,3,1
1,IL,SD,1998,57.66666667,0,1
4,IL,SD,1999,60.86956522,9,1
3,IL,SD,1999,66.63043478,6,1
2,IL,SD,1999,69.56043956,3,1
1,IL,SD,1999,46.55555556,0,1
4,IL,SD,2000,62.5,9,1
3,IL,SD,2000,77.17391304,6,1
2,IL,SD,2000,77.58241758,3,1
1,IL,SD,2000,51.75824176,0,1
4,IL,SD,2001,73.36956522,9,1
3,IL,SD,2001,85.2173913,6,1
2,IL,SD,2001,69.01098901,3,1
1,IL,SD,2001,48.88888889,0,1
4,IL,SD,2002,35.32608696,9,1
3,IL,SD,2002,59.34782609,6,1
2,IL,SD,2002,78.13186813,3,1
1,IL,SD,2002,79.66666667,0,1
4,IL,SD,2003,101.7391304,9,1
3,IL,SD,2003,112.2826087,6,1
2,IL,SD,2003,93.62637363,3,1
1,IL,SD,2003,80.44444444,0,1
4,IL,SD,2004,98.26086956,9,1
3,IL,SD,2004,134.2391304,6,1
2,IL,SD,2004,128.021978,3,1
1,IL,SD,2004,90,0,1
4,IL,SD,2005,124.2391304,9,1
3,IL,SD,2005,101.6304348,6,1
2,IL,SD,2005,92.63736263,3,1
1,IL,SD,2005,84.66666667,0,1
4,IL,SD,2006,124.7826087,9,1
3,IL,SD,2006,137.3913044,6,1
2,IL,SD,2006,138.5714285,3,1
1,IL,SD,2006,101.1111111,0,1
4,IL,SD,2007,105.6521739,9,1
3,IL,SD,2007,145.8695652,6,1
2,IL,SD,2007,143.956044,3,1
1,IL,SD,2007,99.66666666,0,1
4,IL,SD,2008,96.52173913,9,1
3,IL,SD,2008,124.1304348,6,1
2,IL,SD,2008,107.2527473,3,1
1,IL,SD,2008,84.94505495,0,1
4,IL,SD,2009,99.34782608,9,1
3,IL,SD,2009,120.8695652,6,1
2,IL,SD,2009,98.79120879,3,1
1,IL,SD,2009,67.33333333,0,1
4,IL,SD,2010,118.3695652,9,1
3,IL,SD,2010,161.8478261,6,1
2,IL,SD,2010,148.4615385,3,1
1,IL,SD,2010,72.11111111,0,1
4,IL,SD,2011,128.5869566,9,1
3,IL,SD,2011,147.0652174,6,1
2,IL,SD,2011,130.1098901,3,1
1,IL,SD,2011,85.55555556,0,1
4,IL,SD,2012,115.1086957,9,1
3,IL,SD,2012,120.7608696,6,1
2,IL,SD,2012,124.945055,3,1
1,IL,SD,2012,91.20879121,0,1
4,IL,SD,2013,114.5652174,9,1
3,IL,SD,2013,135.5434783,6,1
2,IL,SD,2013,121.8681319,3,1
1,IL,SD,2013,86.11111111,0,1
4,IL,SD,2014,128.8043478,9,1
3,IL,SD,2014,152.6086956,6,1
2,IL,SD,2014,145.3846154,3,1
1,IL,SD,2014,87.88888889,0,1
4,IL,SD,2015,146.8478261,9,1
3,IL,SD,2015,153.3695652,6,1
2,IL,SD,2015,138.5714286,3,1
1,IL,SD,2015,98.66666666,0,1
4,IL,TN,1996,1590.434782,9,1
3,IL,TN,1996,1775.543478,6,1
2,IL,TN,1996,1760.879121,3,1
1,IL,TN,1996,1411.758242,0,1
4,IL,TN,1997,1785.978261,9,1
3,IL,TN,1997,1801.086956,6,1
2,IL,TN,1997,1843.956044,3,1
1,IL,TN,1997,1453.777778,0,1
4,IL,TN,1998,1797.282609,9,1
3,IL,TN,1998,1813.152174,6,1
2,IL,TN,1998,1881.758242,3,1
1,IL,TN,1998,1500.666667,0,1
4,IL,TN,1999,1619.782609,9,1
3,IL,TN,1999,1865.217391,6,1
2,IL,TN,1999,1867.912087,3,1
1,IL,TN,1999,1517.555556,0,1
4,IL,TN,2000,1713.043479,9,1
3,IL,TN,2000,1859.782609,6,1
2,IL,TN,2000,1881.318681,3,1
1,IL,TN,2000,1356.153846,0,1
4,IL,TN,2001,1107.934783,9,1
3,IL,TN,2001,1401.413044,6,1
2,IL,TN,2001,1760.219781,3,1
1,IL,TN,2001,1368.111111,0,1
4,IL,TN,2002,1235.108696,9,1
3,IL,TN,2002,1194.565217,6,1
2,IL,TN,2002,1286.483517,3,1
1,IL,TN,2002,920.6666666,0,1
4,IL,TN,2003,1513.695652,9,1
3,IL,TN,2003,1414.23913,6,1
2,IL,TN,2003,1238.241758,3,1
1,IL,TN,2003,981.5555555,0,1
4,IL,TN,2004,1540.217391,9,1
3,IL,TN,2004,1514.347826,6,1
2,IL,TN,2004,1470.549451,3,1
1,IL,TN,2004,1162.747253,0,1
4,IL,TN,2005,1700.652173,9,1
3,IL,TN,2005,1686.630435,6,1
2,IL,TN,2005,1617.362638,3,1
1,IL,TN,2005,1150.111111,0,1
4,IL,TN,2006,2014.021739,9,1
3,IL,TN,2006,2014.130435,6,1
2,IL,TN,2006,2094.725275,3,1
1,IL,TN,2006,1642.777778,0,1
4,IL,TN,2007,2004.565218,9,1
3,IL,TN,2007,1998.26087,6,1
2,IL,TN,2007,2127.252748,3,1
1,IL,TN,2007,1638.333333,0,1
4,IL,TN,2008,1878.804348,9,1
3,IL,TN,2008,2007.282609,6,1
2,IL,TN,2008,2105.054945,3,1
1,IL,TN,2008,1636.373627,0,1
4,IL,TN,2009,1685.76087,9,1
3,IL,TN,2009,1788.152174,6,1
2,IL,TN,2009,1826.923076,3,1
1,IL,TN,2009,1405.111111,0,1
4,IL,TN,2010,1710.108696,9,1
3,IL,TN,2010,1714.891305,6,1
2,IL,TN,2010,1757.362637,3,1
1,IL,TN,2010,1372.888889,0,1
4,IL,TN,2011,1605.76087,9,1
3,IL,TN,2011,1726.956522,6,1
2,IL,TN,2011,1743.296704,3,1
1,IL,TN,2011,1365.111111,0,1
4,IL,TN,2012,1705.543478,9,1
3,IL,TN,2012,1698.913044,6,1
2,IL,TN,2012,1784.175824,3,1
1,IL,TN,2012,1442.197802,0,1
4,IL,TN,2013,1784.565218,9,1
3,IL,TN,2013,1735.97826,6,1
2,IL,TN,2013,1840,3,1
1,IL,TN,2013,1493.333333,0,1
4,IL,TN,2014,1884.347826,9,1
3,IL,TN,2014,1951.956522,6,1
2,IL,TN,2014,1959.67033,3,1
1,IL,TN,2014,1522.888889,0,1
4,IL,TN,2015,1997.391305,9,1
3,IL,TN,2015,2026.630435,6,1
2,IL,TN,2015,1989.010989,3,1
1,IL,TN,2015,1511.888889,0,1
4,IL,TX,1996,5424.02174,9,1
3,IL,TX,1996,5057.5,6,1
2,IL,TX,1996,5210.879121,3,1
1,IL,TX,1996,4493.296704,0,1
4,IL,TX,1997,5362.608696,9,1
3,IL,TX,1997,5293.260869,6,1
2,IL,TX,1997,5481.318682,3,1
1,IL,TX,1997,4821.222222,0,1
4,IL,TX,1998,5789.565218,9,1
